768,0,50,#global,#hash_730fd5daf2821481,#hash_3bade43ef4250a70,500,0,?0,#,#,0,#,?0,0,false,#stalker,false,false,false,false,false,#,#,0,0,0,false,#,false,#,0,false,?0
769,1,250,#global,#hash_730fd5daf2821481,#hash_3bade43ef4250a70,1000,0,?0,#,#,0,#,?0,0,false,#stalker,false,false,false,false,false,#,#,0,0,0,false,#,false,#,0,false,?0
770,2,750,#global,#hash_730fd5daf2821481,#hash_3bade43ef4250a70,2500,0,?0,#,#hash_303fec58454fcda6,0,#hash_4c58926029a7bed8,?0,0,false,#stalker,false,false,false,false,true,#,#,0,0,0,false,#,false,#,0,false,?0
771,0,250,#global,#hash_52ead07d6d583a9a,#hash_57c0f5c04a3cc94d,500,0,?0,#,#,0,#,?0,0,false,#stalker,false,false,false,false,false,#,#,0,0,0,false,#,false,#,0,false,?0
772,1,1000,#global,#hash_52ead07d6d583a9a,#hash_57c0f5c04a3cc94d,1000,0,?0,#,#,0,#,?0,0,false,#stalker,false,false,false,false,false,#,#,0,0,0,false,#,false,#,0,false,?0
773,2,3000,#global,#hash_52ead07d6d583a9a,#hash_57c0f5c04a3cc94d,2500,0,?0,#,#hash_303fec58454fcda6,0,#hash_213fd8fd422ee077,?0,0,false,#stalker,false,false,false,false,true,#,#,0,0,0,false,#,false,#,0,false,?0
774,0,250,#global,#hash_1c3294f143668662,#hash_3b923277f58c809a,500,0,?0,#,#,0,#,?0,0,false,#stalker,false,false,false,false,false,#,#,0,0,0,false,#,false,#,0,false,?0
775,1,1000,#global,#hash_1c3294f143668662,#hash_3b923277f58c809a,1000,0,?0,#,#,0,#,?0,0,false,#stalker,false,false,false,false,false,#,#,0,0,0,false,#,false,#,0,false,?0
776,2,3000,#global,#hash_1c3294f143668662,#hash_3b923277f58c809a,2500,0,?0,#,#hash_303fec58454fcda6,0,#hash_998b5882b56a62a,?0,0,false,#stalker,false,false,false,false,true,#,#,0,0,0,false,#,false,#,0,false,?0
777,0,100,#global,#hash_26686e13063f6b52,#hash_74e98ba8f2a56ab,500,0,?0,#,#,0,#,?0,0,false,#stalker,false,false,false,false,false,#,#,0,0,0,false,#,false,#,0,false,?0
778,1,500,#global,#hash_26686e13063f6b52,#hash_74e98ba8f2a56ab,1000,0,?0,#,#,0,#,?0,0,false,#stalker,false,false,false,false,false,#,#,0,0,0,false,#,false,#,0,false,?0
779,2,1000,#global,#hash_26686e13063f6b52,#hash_74e98ba8f2a56ab,2500,0,?0,#,#hash_303fec58454fcda6,0,#hash_14dd34f81c629afd,?0,0,false,#stalker,false,false,false,false,true,#,#,0,0,0,false,#,false,#,0,false,?0
780,0,1,#global,#hash_5bbe74ea4f5afcf2,#hash_cb1ad59767de2f1,2500,0,?0,#,#hash_303fec58454fcda6,0,#hash_5e1034eaec3bee4b,?0,0,false,#stalker,false,false,false,false,true,#,#,0,0,0,false,#,false,#,0,false,?0
781,0,30,#global,#hash_2b71f0bb19aa0c6f,#hash_3bf6ff0001a3ea23,2500,0,?0,#,#hash_303fec58454fcda6,0,#hash_61c57e0219a9dbf5,?0,0,false,#stalker,false,false,false,false,true,#,#,0,0,0,false,#,false,#,0,false,?0
782,0,6,#global,#hash_303fec58454fcda6,#hash_1d78a88418dee625,5000,0,?0,#,#hash_69d1db585aa0b98a,0,#hash_4795018bcfd55b2f,?0,0,false,#stalker,false,true,false,false,false,#,#,0,0,0,false,#,false,#,0,false,?0
783,0,1,#global,#hash_60d916826ca6a779,#hash_5eb668a8d67a315a,1000,0,?0,#,#hash_511e51f8c2848fc5,0,#hash_57f5064ca5adf5ea,?0,0,false,#expedition,false,false,false,false,true,#,#,0,0,0,false,#,false,#,0,false,?0
784,0,1,#global,#hash_739a48fafddd915c,#hash_578dd5c2f3657dd6,1000,0,?0,#,#hash_511e51f8c2848fc5,0,#hash_2b36fc59a5ac50a6,?0,0,false,#expedition,false,false,false,false,true,#,#,0,0,0,false,#,false,#,0,false,?0
785,0,25,#global,#hash_57e965d0cd558b43,#hash_2a853d46915ab9d1,1000,0,?0,#,#hash_511e51f8c2848fc5,0,#hash_4de38876a79573eb,?0,0,false,#expedition,false,false,false,false,true,#,#,0,0,0,false,#,false,#,0,false,?0
786,0,10,#global,#hash_72b0fc7205732661,#hash_273cfc2398f31b31,1000,0,?0,#,#hash_511e51f8c2848fc5,0,#hash_2b0ac98f7c02078b,?0,0,false,#expedition,false,false,false,false,true,#,#,0,0,0,false,#,false,#,0,false,?0
787,0,5,#global,#hash_36df4a3528961605,#hash_31e214ff39c644f3,1000,0,?0,#,#hash_511e51f8c2848fc5,0,#hash_72661f60bddd11e5,?0,0,false,#expedition,false,false,false,false,true,#,#,0,0,0,false,#,false,#,0,false,?0
788,0,1,#global,#hash_77660914e8c70a14,#hash_34ff1f7f6b813eba,2500,0,?0,#,#hash_511e51f8c2848fc5,0,#hash_21be70f530da498a,?0,0,false,#expedition,false,false,false,false,true,#,#,0,0,0,false,#,false,#,0,false,?0
789,0,6,#global,#hash_511e51f8c2848fc5,#hash_30d2e4add754ce0d,5000,0,?0,#,#hash_68da023c8208d751,0,#hash_69a3789313170f37,?0,0,false,#expedition,false,true,false,false,false,#,#,0,0,0,false,#,false,#,0,false,?0
790,0,1,#global,#hash_40b4e16c1b39585,#hash_543788dfab4516a4,5000,0,?0,#,#hash_2af02abad4aeb7cd,0,#hash_550dbb65e8f51c0c,?1,0,false,#darkops,false,false,false,false,true,#,#,0,0,0,false,#,false,#,0,false,?0
791,0,1,#global,#hash_7a72e4b09f5dc89b,#hash_4daafdacd688c78a,5000,0,?0,#,#hash_2af02abad4aeb7cd,0,#hash_7f2aa125444fb63a,?4,0,false,#darkops,false,false,false,false,true,#,#,0,0,0,false,#,false,#,0,false,?0
792,0,3,#global,#hash_1e1cccf58903bfa8,#hash_2ff3c46b0f5e620,0,0,?0,#,#hash_5d23b07f5d93408d,0,#hash_5953e6b4f22422e8,?0,0,false,#hash_4699d06cf74ad51f,false,false,false,false,true,#,#,0,0,0,true,#,false,#,0,false,?0
793,0,250,#global,#hash_49f1cf535b9700b2,#hash_4e195b5924bd24ff,0,0,?0,#,#hash_5d23b07f5d93408d,0,#hash_61ad7d304d2a6ad1,?0,0,false,#hash_4699d06cf74ad51f,false,false,false,false,true,#,#,0,0,0,true,#,false,#,0,false,?0
794,0,10,#global,#hash_5c79495cf16e0818,#hash_38f4f272d79e4e47,0,0,?0,#,#hash_5d23b07f5d93408d,0,#hash_1dcd6cb2a73c40d9,?0,0,false,#hash_4699d06cf74ad51f,false,false,false,false,true,#,#,0,0,0,true,#,false,#,0,false,?0
795,0,25,#global,#hash_346e6565d0a79066,#hash_6a045c9e4b95017,0,0,?0,#,#hash_5d23b07f5d93408d,0,#hash_7a545a0fc8985509,?0,0,false,#hash_4699d06cf74ad51f,false,false,false,false,true,#,#,0,0,0,true,#,false,#,0,false,?0
796,0,3,#global,#hash_165462f560a0538c,#hash_3ad16e1267c65f3,0,0,?0,#,#hash_5d23b07f5d93408d,0,#hash_4b20ca13e0f5d4e5,?0,0,false,#hash_4699d06cf74ad51f,false,false,false,false,true,#,#,0,0,0,true,#,false,#,0,false,?0
