1024,0,1,#global,#weapons_mastery_assault,#hash_4a80d584aac2e7d0,0,0,?0,#,#weapons_mastery,0,#,?0,0,false,#,false,false,false,false,false,#,#,0,0,0,false,#,false,#,0,false,?0
1025,0,1,#global,#weapons_mastery_smg,#hash_4a80d584aac2e7d0,0,0,?0,#,#weapons_mastery,0,#,?0,0,false,#,false,false,false,false,false,#,#,0,0,0,false,#,false,#,0,false,?0
1026,0,1,#global,#weapons_mastery_lmg,#hash_4a80d584aac2e7d0,0,0,?0,#,#weapons_mastery,0,#,?0,0,false,#,false,false,false,false,false,#,#,0,0,0,false,#,false,#,0,false,?0
1027,0,1,#global,#weapons_mastery_sniper,#hash_4a80d584aac2e7d0,0,0,?0,#,#weapons_mastery,0,#,?0,0,false,#,false,false,false,false,false,#,#,0,0,0,false,#,false,#,0,false,?0
1028,0,1,#global,#weapons_mastery_tactical,#hash_4a80d584aac2e7d0,0,0,?0,#,#weapons_mastery,0,#,?0,0,false,#,false,false,false,false,false,#,#,0,0,0,false,#,false,#,0,false,?0
1029,0,1,#global,#secondary_mastery_pistol,#hash_4a80d584aac2e7d0,0,0,?0,#,#secondary_mastery,0,#,?0,0,false,#,false,false,false,false,false,#,#,0,0,0,false,#,false,#,0,false,?0
1030,0,1,#global,#hash_517bf5c8991ad97a,#hash_4a80d584aac2e7d0,0,0,?0,#,#secondary_mastery,0,#,?0,0,false,#,false,false,false,false,false,#,#,0,0,0,false,#,false,#,0,false,?0
1031,0,10,#global,#hash_726e331558583e86,#hash_1e5d90038e773e91,2500,0,?0,#,#hash_5dc4288a3e83811e,0,#hash_5f171e05cf600ab,?0,0,false,#season1,false,false,false,false,true,#,#,0,0,0,true,#,false,#,0,false,?0
1032,0,10,#global,#hash_1fb0f883567707e2,#hash_498b78461366c4df,1000,0,?0,#,#,0,#,?0,0,false,#season1,false,false,false,false,false,#,#,0,0,0,true,#,false,#,0,false,?0
1033,1,20,#global,#hash_1fb0f883567707e2,#hash_498b78461366c4df,2500,0,?0,#,#,0,#,?0,0,false,#season1,false,false,false,false,false,#,#,0,0,0,true,#,false,#,0,false,?0
