type,name
sound_bank,#hash_1b36f5d162f636b
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01900_adlr_bellthebombersa_0e.pn75.pc.fr.snd
sound_asset,#vox/scripted/chr_russian_heavy/vox_cp_crhv_01000_rhvs_rpgahead_77.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_rus_siege_ending/vox_cp_mont_01225_hdsn_afterthedeathof_28.pn75.pc.fr.snd
sound_asset,#vox/scripted/chr_russian_heavy/vox_cp_crhv_01000_rhvs_imgoingeasyonyo_52.rn75.pc.fr.snd
sound_asset,#vox/scripted/chr_russian_heavy/vox_cp_crhv_01000_rhvs_damnyou_1e.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01300_adlr_niceworkintothe_5c.pn75.pc.fr.snd
sound_asset,#vox/scripted/chr_russian_heavy/vox_cp_crhv_01000_rhvs_thathurt_b3.rn75.pc.fr.snd
sound_asset,#vox/scripted/chr_russian_heavy/vox_cp_crhv_01000_rhvs_gothim_a9.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01900_adlr_weneedcoverbell_e5.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_rus_siege_ending/vox_cp_mont_01230_blck_howdidcleanupin_4f.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01900_wood_mgsinthetowerst_69.pn75.pc.fr.snd
sound_asset,#vox/scripted/chr_russian_heavy/vox_cp_crhv_01000_rhvs_whatthe_ae.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01900_adlr_brilliantnowsta_e3.pn75.pc.fr.snd
sound_asset,#vox/scripted/chr_russian_heavy/vox_cp_crhv_01000_rhvs_gothim_a9.rn75.pc.fr.snd
sound_asset,#vox/scripted/cp_rus_siege_ending/vox_cp_send_01000_hdsn_westoppedhimtho_06.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_rus_siege_ending/vox_cp_mont_01250_blck_youreawordsmith_7c.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_rus_siege_ending/vox_cp_mont_01210_hdsn_yourenotgonnabe_8f.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01900_adlr_thatlleventheod_7e.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01900_adlr_thosemgswilleat_e0.pn75.pc.fr.snd
sound_asset,#vox/scripted/chr_russian_heavy/vox_cp_crhv_01000_rhvs_eatlead_f1.rn75.pc.fr.snd
sound_asset,#vox/scripted/cp_rus_siege_ending/vox_cp_send_01000_wood_overhere_81.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01400_adlr_wegotmaybefivem_94.pn75.pc.fr.snd
sound_asset,#vox/scripted/chr_russian_heavy/vox_cp_crhv_01000_rhvs_medic_03.pn75.pc.fr.snd
sound_asset,#hash_54559c706ca24f0
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01700_adlr_bellwatchitthis_54.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01900_adlr_belluseyourc4_bf.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01700_adlr_masonwoodscover_4e.pn75.pc.fr.snd
sound_asset,#vox/scripted/chr_russian_heavy/vox_cp_crhv_01000_rhvs_tangodown_f2.rn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01800_adlr_alrightbelllets_04.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01800_adlr_woodswererunnin_22.pn75.pc.fr.snd
sound_asset,#vox/scripted/chr_russian_heavy/vox_cp_crhv_01000_rhvs_damnit_7e.rn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01100_wood_badguyslotsofba_17.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01700_adlr_hesdown_14.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01000_wood_cominguponyourr_ad.pn75.pc.fr.snd
sound_asset,#vox/scripted/chr_russian_heavy/vox_cp_crhv_01000_rhvs_myhelmet_86.rn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_02000_adlr_weneedmorefirep_5f.pn75.pc.fr.snd
sound_asset,#vox/scripted/chr_russian_heavy/vox_cp_crhv_01000_rhvs_getmoving_f1.pn75.pc.fr.snd
sound_asset,#vox/scripted/chr_russian_heavy/vox_cp_crhv_01000_rhvs_enemyisexposed_33.rn75.pc.fr.snd
sound_asset,#vox/scripted/chr_russian_heavy/vox_cp_crhv_01000_rhvs_enemyisexposed_33.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01900_adlr_theygotuspinned_d8.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01500_wood_adlerareyouseei_6f.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01100_masn_holyshitthatloo_57.pn75.pc.fr.snd
sound_asset,#vox/scripted/chr_russian_heavy/vox_cp_crhv_01000_rhvs_reloading_b6.rn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_02000_adlr_theregrabitands_ff.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_rus_siege_ending/vox_cp_mont_01215_hdsn_yeahaftercaptur_e1.pn75.pc.fr.snd
sound_asset,#hash_9750263e563441e
sound_asset,#vox/scripted/chr_russian_heavy/vox_cp_crhv_01000_rhvs_incoming_55.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01800_adlr_gettothataagun_21.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01900_adlr_theygotuspinned_06.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01700_adlr_rpgdown_e2.pn75.pc.fr.snd
sound_asset,#vox/scripted/chr_russian_heavy/vox_cp_crhv_01000_rhvs_whatthe_ae.rn75.pc.fr.snd
sound_asset,#vox/scripted/chr_russian_heavy/vox_cp_crhv_01000_rhvs_stupidamerican_da.pn75.pc.fr.snd
sound_asset,#hash_c0fe08f4861d1cd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01400_adlr_takeemdownquick_f1.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01900_adlr_niceletemhaveit_b3.pn75.pc.fr.snd
sound_asset,#vox/scripted/chr_russian_heavy/vox_cp_crhv_01000_rhvs_ouch_b0.pn75.pc.fr.snd
sound_asset,#vox/scripted/chr_russian_heavy/vox_cp_crhv_01000_rhvs_enemyinmotion_cc.rn75.pc.fr.snd
sound_asset,#vox/scripted/chr_russian_heavy/vox_cp_crhv_01000_rhvs_whathappened_38.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01700_adlr_bellyouregonnah_c6.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01900_adlr_yeahthatshouldd_a1.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01200_adlr_bellwhatthehell_33.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01700_adlr_thebombersareon_6f.pn75.pc.fr.snd
sound_asset,#vox/scripted/chr_russian_heavy/vox_cp_crhv_01000_rhvs_getoutofmyway_25.rn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01100_wood_watchthatcrossf_d9.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01900_adlr_bellthebombersc_1d.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01000_wood_nowayimmissingt_27.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01900_adlr_gateissealedshu_17.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01000_adlr_wegottaknockout_3e.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01800_hdsn_youknowthatsnot_b4.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01700_adlr_theradiotowersa_aa.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_rus_siege_ending/vox_cp_mont_01220_blck_ithinkadlerpref_7a.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01500_cmnd_havethegunsbeen_82.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01100_adlr_watchyouraimbel_39.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_rus_siege_ending/vox_cp_mont_01210_blck_ithinkyoullbepl_4a.pn75.pc.fr.snd
sound_asset,#vox/scripted/chr_russian_heavy/vox_cp_crhv_01000_rhvs_ha_ca_1.pn75.pc.fr.snd
sound_asset,#vox/scripted/chr_russian_heavy/vox_cp_crhv_01000_rhvs_targetdown_60.pn75.pc.fr.snd
sound_asset,#vox/scripted/chr_russian_heavy/vox_cp_crhv_01000_rhvs_theamericanismi_47.rn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01900_adlr_takeoutthosemgs_83.pn75.pc.fr.snd
sound_asset,#vox/scripted/chr_russian_heavy/vox_cp_crhv_01000_rhvs_ha_ca.rn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01200_adlr_rightstandbackc_01.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01800_wood_thatsabiggamble_5c.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_rus_siege_ending/vox_cp_mont_01250_blck_whydontyoutaket_9d.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_rus_siege_ending/vox_cp_mont_01230_hdsn_lazarazoulayisr_88.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01700_pilo_ordersconfirmed_4a.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01900_adlr_belltheclockist_6b.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01900_adlr_bellifwedontget_2a.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01300_hdsn_adlerthisishuds_81.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01800_adlr_thisguyisheavil_46.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01900_adlr_wegottagetthrou_36.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01900_adlr_fuckthoseguys_d5.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01700_adlr_shit_b9.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01000_adlr_letstakeperseus_98.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01700_adlr_clear_08.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01800_wood_hurrythefuckup_6a.pn75.pc.fr.snd
sound_asset,#vox/scripted/chr_russian_heavy/vox_cp_crhv_01000_rhvs_imcomingforyou_53.pn75.pc.fr.snd
sound_asset,#vox/scripted/chr_russian_heavy/vox_cp_crhv_01000_rhvs_thereyouare_ee.rn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01200_adlr_standbackitshot_ce.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_rus_siege_loose_ends/vox_cp_lsnd_01000_adlr_ijustwantyoutok_f9.pn75.pc.fr.snd
sound_asset,#vox/scripted/chr_russian_heavy/vox_cp_crhv_01000_rhvs_whereareyou_0f.rn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01000_adlr_youllgetyourcha_5a.pn75.pc.fr.snd
sound_asset,#vox/scripted/chr_russian_heavy/vox_cp_crhv_01000_rhvs_immoving_82.rn75.pc.fr.snd
sound_asset,#vox/scripted/chr_russian_heavy/vox_cp_crhv_01000_rhvs_gahh_99.rn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01000_adlr_belikovalwaysdo_89.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01900_wood_thosemgsintheto_fc.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_rus_siege_ending/vox_cp_send_01000_adlr_takemyhandbell_3f.pn75.pc.fr.snd
sound_asset,#hash_1eb3f3de435cecdc
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01100_wood_pushthroughpush_c9.pn75.pc.fr.snd
sound_asset,#vox/scripted/cp_seige/vox_cp_seig_01900_adlr_thisgateisseale_9f.pn75.pc.fr.snd
sound_asset,#vox/scripted/chr_russian_heavy/vox_cp_crhv_01000_rhvs_letsmove_8b.pn75.pc.fr.snd
sound_asset,#vox/scripted/chr_russian_heavy/vox_cp_crhv_01000_rhvs_grenade_d7.rn75.pc.fr.snd
