type,name
physpreset,#p7_crate_milk_plastic_blue
physpreset,#hash_5ae89e7d7a715d1
physpreset,#hash_8e5ab17b8353d20
physpreset,#hash_a14f58ee8f0fe3d
physpreset,#hash_d0597f8190586e2
physpreset,#p7_water_container_plastic_small
physpreset,#hash_df1d1fda3d1926e
physpreset,#p7_bucket_plastic_5_gal_closed_green
physpreset,#p7_jar_glass_lrg
physpreset,#hash_11366b4aac2997f7
physpreset,#p8_zm_zod_broom_galley
physpreset,#hash_1169e98446cf95bb
physpreset,#hash_1e5ff6684195a911
physpreset,#hash_20121b5b642b5a13
physpreset,#hash_21e7f03694999243
physpreset,#hash_2d2315df8c3e1636
physpreset,#p7_cai_cookware_metal_jug
physpreset,#helmet
physpreset,#p8_sta_trash_bin
physpreset,#hash_373d13b18b9d67d6
physpreset,#hash_3d24f60528200524
physpreset,#hash_3f8f279f390590eb
physpreset,#p7_bucket_plastic_5_gal
physpreset,#hash_408bcb61fe20d903
physpreset,#un_office_pen_pencil_holder_01
physpreset,#hash_431c97927d212ebd
physpreset,#hash_49bd1dc0fcbe19be
physpreset,#p7_debris_trash_snack_bag_05
physpreset,#p7_debris_trash_cup_coffee_02
physpreset,#hash_54dac4ada83bcd7d
physpreset,#hash_550e3f1b89d837dc
physpreset,#p7_clipboard_01_wpaper
physpreset,#p7_bucket_plastic_5_gal_lid
physpreset,#hash_5ceaa57dd3d5ebb1
physpreset,#hash_5f291023be02f060
physpreset,#hash_604a00a7313ec0b5
physpreset,#hash_62668f696856a49b
physpreset,#canteen
physpreset,#hash_65148e1ddc4e6921
physpreset,#hash_6c3541d637690d46
physpreset,#traffic_cone_sml_01
physpreset,#p9_lat_tool_tape_measure
physpreset,#hash_7909e4d5d48113fe
physpreset,#hash_7ac8fb25b5551743
physpreset,#hash_7bd4cb158cb2eae1
physpreset,#hash_a60836fb8b5de3f9
physpreset,#hash_a9a558d18ea7248e
physpreset,#hash_bbbf43ab297ef09e
physpreset,#hash_daab125f983dd8b6
physpreset,#hash_dd4384a8d215e8d0
physpreset,#default
physpreset,#hash_edeb1951ec14d6a1
physpreset,#brick
physconstraints,#hash_8bb2c1c3859979c
physconstraints,#hash_1df3901338fb9eab
physconstraints,#hash_31ef5f4eb4a9dd47
physconstraints,#hash_37dc704ebbd0ffd7
physconstraints,#hash_3dfd0f02de2cdf66
physconstraints,#hash_412ecc36b0a848a0
physconstraints,#hash_42144359d0d2980e
physconstraints,#hash_4241928a096fd657
physconstraints,#hash_45a78e899640008f
physconstraints,#hash_4645991d9396aa1a
physconstraints,#hash_48773332b8518984
physconstraints,#hash_4d2ad0f6d848f714
physconstraints,#hash_506a35f95a9af1fd
physconstraints,#hash_50a6230e023f0ff4
physconstraints,#hash_62290097338299d5
physconstraints,#hash_666d799ce07d903d
physconstraints,#hash_69e83dca5c41e9a9
physconstraints,#hash_70a6d613e88f47d6
physconstraints,#hash_7405a9c756a48b30
physconstraints,#hash_75e394d3f2a0ea25
physconstraints,#hash_9f6f6017ec2ae008
physconstraints,#hash_ca04f6684de03b0b
physconstraints,#hash_cf31f6d66a510e73
destructibledef,#hash_17dc430faeeb7b43
destructibledef,#p8_box_electric_commercial_lrg_01_ddef
destructibledef,#p7_zm_nac_barrel_explosive_red_ddef
destructibledef,#hash_73301d7932811567
destructibledef,#hash_74a7f1a639828d89
xanim,#hash_53f49190bf3bba
xanim,#hash_eeed73a8eec883
xanim,#hash_1a474ba57b6a678
xanim,#hash_1d56ba54526f1c1
xanim,#hash_2d69888f3479d62
xanim,#hash_48a22d08eab66ad
xanim,#hash_50e6b746c0f6f64
xanim,#hash_5f1372c9b067275
xanim,#hash_653ed0a632a5948
xanim,#hash_653ee0a632a5afb
xanim,#hash_653f30a632a637a
xanim,#hash_653f40a632a652d
xanim,#hash_65dbed861a5eb68
xanim,#hash_6659f8e681a5150
xanim,#hash_78af49a0bcbb72c
xanim,#hash_7b23dced8c816c5
xanim,#hash_8e40b525c7a7742
