type,name
physpreset,#default
xmodel,#p7_debris_junkyard_scrap_bit_02
xcollision,#hash_8cdb7a9417da402e
xskeleton,#hash_842e1d18544f62f3
xskeleton,#p7_debris_junkyard_scrap_bit_02
xmodelmesh,#hash_8ddb5b98874bf30e
xmodelmesh,#hash_a184a4b9be3f4b97
xmodelmesh,#hash_b05cd274d84d1d91
xmodelmesh,#hash_b2f05150a9b0519f
xmodelmesh,#hash_b4f14000346539c3
xmodelmesh,#hash_bacc7d96ee40df99
xmodelmesh,#hash_cf65a8b032651034
xmodelmesh,#hash_e80413c94d254c21
material,#hash_4de552cce2514392
material,#hash_5eac64acc92e86c9
material,#hash_68c0170361aeb305
material,#ei/gfx_distort_ring_hvy
material,#hash_85f531440ca9dacf
material,#hash_8b0cf0ac929a5bbd
material,#hash_8fcea2dd1055c114
material,#hash_9073e9c510b58156
material,#hash_9420421d8d4beff1
material,#hash_94da5b8ee6425a18
material,#hash_96d0f1b9710af0b2
material,#hash_9d90ca6c15c67b82
material,#hash_9edabf2d470aceba
material,#hash_9f91d0a80bc38ac3
material,#hash_a194ca05ff5d7ccf
material,#hash_a32d3db7ba52cc26
material,#hash_a4124743c939c791
material,#hash_a54a3a94c02aca92
material,#hash_a6207d4bf5994b9d
material,#hash_a768eeb3d27f5a12
material,#hash_a768f0b3d27f5d78
material,#hash_a8367170708054b5
material,#hash_a83a2457f6a180b2
material,#hash_a8b07da941955a79
material,#hash_aa5b1d578994427d
material,#el/gfx_smk_trail_billow_lit
material,#hash_af51014b827a8c73
material,#hash_b07246e687dfc7a8
material,#ei/gfx_gib_metal_02_lit
material,#hash_b2e43e2102af0382
material,#ei/gfx_smk_explosion_02_anim
material,#hash_b9a75e9f8e0d1c42
material,#vdd/gfx_decal_foam
material,#hash_ba616deb6f2c7ea3
material,#ei/gfx_smk_whisp_anim_02_high_dark_lit
material,#hash_bacd21de372128f7
material,#hash_bbf0be0d501e8181
material,#hash_bf0ca097e7d58978
material,#hash_c1e52d5fefa74841
material,#hash_c4aaebf0ecb7af37
material,#hash_c56f1e3f73fb3120
material,#ei/gfx_smk_explosion_02_anim_em
material,#hash_cb69ebcb25a12aaa
material,#vd/gfx_decal_exp_blast_03
material,#vd/gfx_decal_exp_blast_02
material,#vd/gfx_decal_exp_blast_01
material,#hash_d30ecb6094ec1b59
material,#hash_d67148a2c563e96a
material,#hash_d6a93831b06581af
material,#hash_d94dfbf6d203d5e2
material,#hash_da146b364538fb3b
material,#hash_da29a03e2b7aaafd
material,#hash_daf6bb2ac430766b
material,#hash_def2e220533e59f8
material,#mc/mtl_p7_debris_junkyard_scrap
material,#hash_e01668ec4cb5f1dd
material,#vdd/gfx_decal_exp_blast_01
material,#vdd/gfx_decal_exp_blast_03
material,#vdd/gfx_decal_exp_blast_02
material,#hash_e1722a871a45c59e
material,#ei/gfx_gib_metal_01_lit
material,#hash_e94839d8021a1bc6
material,#hash_ef63c20a4cde9031
material,#hash_f030b207131c8991
material,#hash_f53a204fd97bd92d
material,#hash_f574d8377fdbc7f9
material,#vd/gfx_decal_foam
material,#hash_f75606173973dd2d
material,#hash_fb2f531966a0eb65
material,#hash_fcce83818e26a0e6
material,#hash_fe7de3df97293dfb
material,#hash_ffc5da020dfb237b
material,#ei/gfx_distort_heat
techset,#hash_8a697ec498b19a1d
techset,#hash_8afd0aed625c2e23
techset,#hash_8e80f32123881f1d
techset,#hash_9d64c07657aee4b6
techset,#hash_ac542427a4b92098
techset,#hash_ad480d76707fb0ec
techset,#hash_b08d699ec94198be
techset,#hash_c7b4c003f3faecf8
techset,#hash_de1d6bf90791eaf7
techset,#hash_f0718f724077112b
techset,#hash_f79f5e9babe46117
techset,#hash_fba89833f6fb0c97
image,#fxt8_fog_slow_md_anim
image,#fxt_spark_01_pcloud
image,#fxt8_spark_shower_core_hdr
image,#fxt9_fire_sm_lick_short_anim_pack
image,#fxt9_spark_shower_core_pack
image,#fxt8_smk_tendrils_varied
image,#$white_gloss
image,#fxt9_blast_base_md_2_anim
image,#fxt_gib_metal_02
image,#fxt_gib_metal_01
image,#fxt_spark_single_mask
image,#fxt9_smk_white_01
image,#fxt8_spark_round_hdr
image,#hash_9c4a91da8fafc91d
image,#fxt9_spark_rndhit_pack
image,#fxt8_shockwave_anim
image,#fxt9_spark_rndhit_core_pack
image,#hash_aa874e3eb9c833f8
image,#fxt_spark_single
image,#$white_reveal
image,#fxt8_smk_sm_thick_bulb_anim
image,#fxt8_light_incandescent_hot
image,#fxt8_smk_sm_thick_spray_anim
image,#$gray_32_one_channel
image,#fxt9_exp_roll_base_lg_1_anim_mask
image,#fxt8_liquid_trail
image,#fxt8_light_phosphorous
image,#hash_b909a22edd43fcc9
image,#fxt8_fire_sm_lick_short_anim_alpha
image,#fxt8_light_core_hot
image,#fxt9_lf_artifact_15
image,#fxt9_lf_artifact_10
image,#fxt9_lf_artifact_11
image,#fxt9_lf_artifact_09
image,#fxt9_lf_artifact_04
image,#fxt8_spark_streak_long_alpha
image,#fxt8_smk_md_thick_scatter_anim
image,#fxt9_exp_roll_base_lg_1_anim
image,#fxt8_dust_mote
image,#$white_ao
image,#fxt9_fire_xsm_base_2_anim_pack
image,#i_t7_decal_blast_01_n
image,#i_t7_decal_blast_01_c
image,#t8_gobo_rain_drops
image,#fxt8_smk_md_thick_lobe_anim
image,#fxt9_spark_streak_wiggle_pack
image,#fxt_lf_grime_dusty_01
image,#fxt8_fog_slow_sm_anim
image,#i_t7_decal_blast_02_n
image,#i_t7_decal_blast_02_c
image,#fxt8_light_incandescent_hot_mask
image,#fxt9_fire_sm_lick_short_curl_anim_pack
image,#fxt8_spark_streak_long_hdr
image,#fxt9_spark_round_pack
image,#fxt9_blast_debris_md_1_anim
image,#fxt8_light_core_hot_mask
image,#fxt9_lf_streak_03
image,#fxt9_blast_base_md_1_anim
image,#$occlusion_50
image,#i_t7_decal_blast_03_c
image,#i_t7_decal_blast_03_n
image,#fxt_distort_ring_hvy
image,#fxt9_blast_wave_lg_1_anim
image,#$black_gloss
image,#hash_d694f43cc20aff75
image,#fxt9_exp_roll_base_lg_2_anim
image,#fxt9_fire_md_lick_dissipate_anim_pack
image,#fxt8_light_phosphorous_mask
image,#fxt9_exp_roll_up_lg_1_anim
image,#fxt9_spark_streak_long_pack
image,#fxt8_spark_shower_core_alpha
image,#fxt_decal_foam_n
image,#fxt9_blast_debris_md_wide_side_1_anim
image,#fxt8_fire_sm_lick_short_anim_hdr
image,#fxt8_spark_round_alpha
image,#fxt_decal_foam
image,#fxt_distort_heat
image,#fxt8_fog_slow_lg_anim
image,#i_mtl_p7_debris_junkyard_scrap_c
image,#i_mtl_p7_debris_junkyard_scrap_g
image,#i_mtl_p7_debris_junkyard_scrap_n
image,#fxt_smk_explosion_02_anim
image,#fxt_smk_trail_billow
