type,name
physpreset,#default
xmodel,#p7_debris_junkyard_scrap_bit_02
xmodel,#vfx_debris_metal_shrapnel_a_08
xmodel,#vfx_debris_metal_shrapnel_a_06
xmodel,#vfx_debris_metal_shrapnel_a_10
xcollision,#hash_8cdb7a9417da402e
xcollision,#vfx_debris_metal_shrapnel_a_08
xcollision,#vfx_debris_metal_shrapnel_a_06
xcollision,#vfx_debris_metal_shrapnel_a_10
xskeleton,#hash_842e1d18544f62f3
xskeleton,#p7_debris_junkyard_scrap_bit_02
xskeleton,#vfx_debris_metal_shrapnel_a_08
xskeleton,#vfx_debris_metal_shrapnel_a_06
xskeleton,#vfx_debris_metal_shrapnel_a_10
xmodelmesh,#hash_89cd7adb03fc5697
xmodelmesh,#hash_8ad13eeacc63a7c5
xmodelmesh,#hash_8c7f53ad35178398
xmodelmesh,#hash_8ddb5b98874bf30e
xmodelmesh,#hash_9eca10753ade45a0
xmodelmesh,#hash_a184a4b9be3f4b97
xmodelmesh,#hash_a211c44af66da85b
xmodelmesh,#hash_a6ea373590ed0293
xmodelmesh,#hash_a9402ec9a2955df1
xmodelmesh,#hash_b05cd274d84d1d91
xmodelmesh,#hash_b2f05150a9b0519f
xmodelmesh,#hash_b4f14000346539c3
xmodelmesh,#hash_b74fb0093ffc3806
xmodelmesh,#hash_ba720040f90f858e
xmodelmesh,#hash_bacc7d96ee40df99
xmodelmesh,#hash_bf689e6e4b4040ba
xmodelmesh,#hash_c1160fb01bbc98c2
xmodelmesh,#hash_c2b5c4b23cdfd352
xmodelmesh,#hash_c6684c2cd24f7b47
xmodelmesh,#hash_c7bffabf6bbd39fa
xmodelmesh,#hash_c7c3435b3e5ed5b3
xmodelmesh,#hash_cb4976779aab8f35
xmodelmesh,#hash_cf65a8b032651034
xmodelmesh,#hash_d01f44386d091f95
xmodelmesh,#hash_d126f4c1d3729feb
xmodelmesh,#hash_d87b606b69863f06
xmodelmesh,#hash_dabd96f4bf865d44
xmodelmesh,#hash_e23705d4c3f41e00
xmodelmesh,#hash_e2ea7920f1d66c62
xmodelmesh,#hash_e80413c94d254c21
xmodelmesh,#hash_f316ed1fd2829054
xmodelmesh,#hash_f6745abe3d8ae993
material,#hash_87797669f25af5
material,#hash_c47baf16c125e20
material,#hash_e587553d4e63773
material,#hash_f49567707a90a29
material,#hash_18d168ae53fa5dbd
material,#hash_1cf2a6a59ddffb60
material,#hash_3732d5c5491c9365
material,#hash_380ecac0f073fede
material,#hash_3bc86a62be4ace5b
material,#hash_4015663822cb2ea3
material,#hash_441f8388ca2e224f
material,#hash_488f3b8a00b2b964
material,#hash_491e031ddd0c14ba
material,#hash_4921851ddd0f2777
material,#hash_49aa90e003c5e454
material,#hash_50c29fb64c3312f5
material,#hash_549b26419f392ce5
material,#ei/gfx_exp_alpha_anim_em
material,#hash_58e3a0ffc2611da6
material,#hash_59bec6ec7a694a87
material,#hash_5f326e7532c17281
material,#hash_633ef23a2d77bcb9
material,#hash_653e7f1d23c5a61e
material,#hash_66aed13bb0231182
material,#hash_67dee5c689854985
material,#hash_68675212bc3df138
material,#hash_68c0170361aeb305
material,#hash_6cd8efe017da3c01
material,#ei/gfx_distort_ring_hvy
material,#hash_82fcd75fcffb3f08
material,#hash_85f531440ca9dacf
material,#hash_8b0cf0ac929a5bbd
material,#hash_8fa87b787433ef51
material,#hash_8fcea2dd1055c114
material,#hash_9073e9c510b58156
material,#ei/gfx_debris_clumps_lit
material,#hash_9420421d8d4beff1
material,#hash_942e3789853d70ab
material,#hash_94da5b8ee6425a18
material,#hash_96d0f1b9710af0b2
material,#hash_972f7d94503f4d72
material,#hash_97c9b4f2053f5a96
material,#hash_97e06ae663a3d40e
material,#hash_980a6c4f284a4ae8
material,#hash_9c709b30559ba0a2
material,#hash_9d90ca6c15c67b82
material,#hash_9edabf2d470aceba
material,#hash_9f91d0a80bc38ac3
material,#hash_a194ca05ff5d7ccf
material,#hash_a32d3db7ba52cc26
material,#hash_a4124743c939c791
material,#hash_a54a3a94c02aca92
material,#hash_a6207d4bf5994b9d
material,#hash_a768eeb3d27f5a12
material,#hash_a768f0b3d27f5d78
material,#ei/gfx_dust_heli_swirl_anim_lit
material,#hash_a8367170708054b5
material,#hash_a83a2457f6a180b2
material,#hash_a8b07da941955a79
material,#hash_aa5b1d578994427d
material,#el/gfx_smk_trail_billow_lit
material,#hash_af3530115de72cde
material,#hash_af51014b827a8c73
material,#hash_b07246e687dfc7a8
material,#hash_b18e50144812fbcc
material,#ei/gfx_gib_metal_02_lit
material,#hash_b2e43e2102af0382
material,#hash_b3e9007cd93e45e8
material,#ei/gfx_smk_explosion_02_anim
material,#hash_b44ddffca660faf0
material,#hash_b8f0d107a723bc98
material,#hash_b98cdcfb7184f171
material,#hash_b9a75e9f8e0d1c42
material,#vdd/gfx_decal_foam
material,#hash_ba616deb6f2c7ea3
material,#mc/vfx_debris_metal_shrapnel_a
material,#ei/gfx_smk_whisp_anim_02_high_dark_lit
material,#hash_bacd21de372128f7
material,#hash_bbf0be0d501e8181
material,#hash_bf0ca097e7d58978
material,#hash_c1e52d5fefa74841
material,#hash_c4aaebf0ecb7af37
material,#hash_c4b561523f2e4aa1
material,#hash_c56f1e3f73fb3120
material,#hash_c6b275b90df19659
material,#hash_c743b727fff10f5d
material,#ei/gfx_smk_explosion_01_anim
material,#ei/gfx_smk_explosion_02_anim_em
material,#hash_ca8ee894f5f212ab
material,#hash_cb469e14421c0d3e
material,#hash_cb69ebcb25a12aaa
material,#vd/gfx_decal_exp_blast_03
material,#vd/gfx_decal_exp_blast_02
material,#vd/gfx_decal_exp_blast_01
material,#hash_cde552cce2514392
material,#hash_d084e52db06edc67
material,#hash_d30ecb6094ec1b59
material,#hash_d56233d6551c1c28
material,#hash_d67148a2c563e96a
material,#hash_d6a93831b06581af
material,#hash_d83c2bc969ca3e87
material,#hash_d94dfbf6d203d5e2
material,#hash_da146b364538fb3b
material,#hash_da29a03e2b7aaafd
material,#hash_daf6bb2ac430766b
material,#hash_dc5d8844d54e4e3b
material,#hash_deac64acc92e86c9
material,#hash_def2e220533e59f8
material,#mc/mtl_p7_debris_junkyard_scrap
material,#hash_e01668ec4cb5f1dd
material,#vdd/gfx_decal_exp_blast_01
material,#vdd/gfx_decal_exp_blast_03
material,#vdd/gfx_decal_exp_blast_02
material,#hash_e1722a871a45c59e
material,#ei/gfx_gib_metal_01_lit
material,#hash_e911c693748eded9
material,#hash_e94839d8021a1bc6
material,#ec/gfx_dirt_pcloud_01_lit
material,#hash_ec39e91833a25bd8
material,#hash_eecadcf50041fa9a
material,#hash_ef63c20a4cde9031
material,#hash_f030b207131c8991
material,#hash_f0d802c3089821b3
material,#hash_f36d7c578b4b6a9c
material,#hash_f53a204fd97bd92d
material,#hash_f574d8377fdbc7f9
