1,50,1,1,1,0.944444,1.41667,1.54545,1.61905,0.833333,1.25,1.36364,1.42857,0.216667,0.216667,0.216667,0.216667
2,100,1,1,1,1.40741,2.30303,2.71429,2.81481,1.11111,1.81818,2.14286,2.22222,0.375,0.375,0.375,0.375
3,150,1,1,1,1.24103,1.95556,2.2,2.34667,0.846154,1.33333,1.5,1.6,0.52,0.5,0.5,0.5
4,200,1,1,1,1.05926,1.46667,1.76,1.77778,0.722222,1,1.2,1.21212,0.585,0.525,0.525,0.525
5,250,1,1,1,1.16111,1.64267,1.925,1.81587,0.791667,1.12,1.3125,1.2381,0.696,0.588,0.588,0.576
6,250,1,1,1,1.19506,1.6,1.83333,2.05333,0.814815,1.09091,1.25,1.4,0.8,0.67,0.64,0.62
7,250,1,1,1,1.1,1.50631,1.82439,2.04058,0.75,1.02703,1.2439,1.3913,0.865714,0.737143,0.694286,0.668571
8,250,1,1,1,1.16322,1.50244,1.77872,1.91795,0.793103,1.02439,1.21277,1.30769,0.93,0.8025,0.75,0.7125
9,250,1,1,1,1.08817,1.43407,1.66038,1.76,0.741935,0.977778,1.13208,1.2,0.98,0.86,0.8,0.753333
10,250,1,1,1,1.06667,1.43791,1.68667,1.70048,0.727273,0.980392,1.15,1.15942,1.026,0.924,0.858,0.798
11,250,1,1,1,0.94902,1.25714,1.51045,1.6547,0.647059,0.857143,1.02985,1.12821,1.05273,0.970909,0.905455,0.845455
12,250,1,1,1,0.896296,1.1828,1.408,1.53333,0.611111,0.806452,0.96,1.04545,1.075,1.015,0.95,0.89
13,250,1,1,1,0.789744,1.0628,1.30952,1.46667,0.538462,0.724638,0.892857,1,1.08923,1.05231,0.992308,0.936923
14,250,1,1,1,0.75122,1.04211,1.26383,1.41429,0.512195,0.710526,0.861702,0.964286,1.10143,1.09286,1.03714,0.985714
15,250,1,1,1,0.733333,1.04762,1.25714,1.408,0.5,0.714286,0.857143,0.96,1.116,1.14,1.088,1.04
16,250,1,1,1,0.717731,1.00932,1.21379,1.3506,0.489362,0.688172,0.827586,0.920863,1.1325,1.18875,1.14,1.095
17,250,1,1,1,0.704,1.00654,1.20312,1.37143,0.48,0.686275,0.820312,0.935065,1.15059,1.24235,1.19647,1.15765
18,250,1,1,1,0.636478,0.951351,1.16286,1.35385,0.433962,0.648649,0.792857,0.923077,1.16333,1.29333,1.25333,1.22333
19,250,1,1,1,0.57619,0.89697,1.09281,1.29319,0.392857,0.61157,0.745098,0.88172,1.17158,1.34211,1.30737,1.28842
20,250,1,1,1,0.537778,0.844444,1.07381,1.29412,0.366667,0.575758,0.732143,0.882353,1.179,1.389,1.365,1.359
21,250,1,1,1,0.512169,0.770803,0.980571,1.18435,0.349206,0.525547,0.668571,0.807512,1.18571,1.42571,1.41143,1.41714
22,250,1,1,1,0.547264,0.867606,1.11209,1.32132,0.373134,0.591549,0.758242,0.900901,1.2,1.47545,1.47273,1.48909
23,250,1,1,1,0.537089,0.891892,1.14074,1.39683,0.366197,0.608108,0.777778,0.952381,1.21565,1.5287,1.53652,1.56783
24,250,1,1,1,0.528,0.901089,1.16735,1.41778,0.36,0.614379,0.795918,0.966667,1.2325,1.5825,1.6025,1.6475
25,250,1,1,1,0.513333,0.885535,1.14314,1.39009,0.35,0.603774,0.779412,0.947791,1.2504,1.6344,1.6656,1.7232
26,250,1,1,1,0.471429,0.786992,1.00095,1.20517,0.321429,0.536585,0.682464,0.821705,1.26462,1.67308,1.71231,1.77923
27,250,1,1,1,0.444944,0.815779,1.06972,1.29638,0.303371,0.556213,0.729358,0.883895,1.27778,1.71556,1.76667,1.84444
28,250,1,1,1,0.421277,0.78781,1.03644,1.27536,0.287234,0.537143,0.706667,0.869565,1.29,1.755,1.81714,1.90714
29,250,1,1,1,0.423368,0.782222,1.02414,1.27626,0.28866,0.533333,0.698276,0.870175,1.30345,1.79379,1.86621,1.96966
30,250,1,1,1,0.444444,0.78853,1.045,1.31701,0.30303,0.537634,0.7125,0.897959,1.32,1.834,1.918,2.036
31,250,1,1,1,0.416993,0.691099,0.908502,1.10363,0.284314,0.471204,0.619433,0.752475,1.33355,1.86194,1.95484,2.08065
32,250,1,1,1,0.437179,0.808163,1.09134,1.39145,0.298077,0.55102,0.744094,0.948718,1.35,1.905,2.01187,2.15438
33,250,1,1,1,0.424922,0.813201,1.09579,1.37072,0.28972,0.554455,0.747126,0.934579,1.36545,1.94909,2.06909,2.22545
34,250,1,1,1,0.417125,0.793559,1.06716,1.33333,0.284404,0.541063,0.727612,0.909091,1.38,1.99059,2.12294,2.29235
35,250,1,1,1,0.392857,0.771205,1.03623,1.29794,0.267857,0.525822,0.706522,0.884956,1.392,2.02971,2.17371,2.35543
36,250,1,1,1,0.327485,0.574924,0.749117,0.888889,0.208772,0.366514,0.477562,0.566667,1.24444,1.8237,1.95704,2.12148
37,250,1,1,1,0.319088,0.633782,0.868966,1.12045,0.203419,0.404036,0.553966,0.714286,1.25117,1.85081,1.99495,2.17225
38,250,1,1,1,0.32493,0.628821,0.861953,1.0929,0.207143,0.400873,0.549495,0.696721,1.25895,1.87789,2.03228,2.22035
39,250,1,1,1,0.327869,0.638177,0.868421,1.06667,0.209016,0.406838,0.553618,0.68,1.26769,1.90632,2.07043,2.26598
40,250,1,1,1,0.333333,0.666667,0.884615,1.04167,0.2125,0.425,0.563942,0.664062,1.27733,1.93867,2.11067,2.30933
41,250,1,1,1,0.325459,0.565986,0.714734,0.841391,0.20748,0.360816,0.455643,0.536387,1.2865,1.95902,2.13333,2.33366
42,250,1,1,1,0.330749,0.650667,0.858896,0.995025,0.210853,0.4148,0.547546,0.634328,1.29651,1.98984,2.17143,2.37333
43,250,1,1,1,0.313131,0.625,0.828829,0.973236,0.199621,0.398438,0.528378,0.620438,1.30481,2.01798,2.20651,2.41116
44,250,1,1,1,0.298507,0.60281,0.788235,0.952381,0.190299,0.384291,0.5025,0.607143,1.31152,2.04364,2.23758,2.44727
45,250,1,1,1,0.291971,0.579276,0.758621,0.932401,0.186131,0.369288,0.483621,0.594406,1.31793,2.06696,2.26607,2.48178
46,250,1,1,1,0.241727,0.45,0.578028,0.70137,0.151079,0.28125,0.361268,0.438356,1.15652,1.82101,1.99754,2.18928
47,250,1,1,1,0.24507,0.485199,0.626519,0.805369,0.153169,0.303249,0.391575,0.503356,1.16071,1.83787,2.01759,2.21716
48,250,1,1,1,0.25,0.491873,0.634146,0.789474,0.15625,0.30742,0.396341,0.493421,1.16569,1.85597,2.03875,2.24389
49,250,1,1,1,0.253061,0.491667,0.631915,0.774194,0.158163,0.307292,0.394947,0.483871,1.17143,1.87429,2.06,2.26952
50,250,1,1,1,0.256,0.506122,0.646875,0.759494,0.16,0.316327,0.404297,0.474684,1.17787,1.89467,2.0832,2.29413
51,250,1,1,1,0.236842,0.393311,0.48798,0.556522,0.148026,0.245819,0.304987,0.347826,1.18222,1.90235,2.09085,2.30039
52,250,1,1,1,0.24,0.465789,0.578894,0.731707,0.15,0.291118,0.361809,0.457317,1.18731,1.91872,2.10808,2.32346
53,250,1,1,1,0.229299,0.449032,0.56,0.718563,0.143312,0.280645,0.35,0.449102,1.19132,1.93358,2.12377,2.34566
54,250,1,1,1,0.205417,0.395767,0.486893,0.666667,0.135937,0.261905,0.322209,0.441176,1.10901,1.80636,1.9829,2.19796
55,250,1,1,1,0.184362,0.345587,0.457143,0.608349,0.12963,0.242991,0.321429,0.427746,1.19636,1.95406,2.14752,2.38679
56,250,1,1,1,0.163636,0.288344,0.351288,0.454545,0.0981818,0.173006,0.210773,0.272727,1.02643,1.67857,1.84357,2.05214
57,250,1,1,1,0.156487,0.276334,0.341935,0.493606,0.0838323,0.148036,0.18318,0.264432,0.942398,1.54322,1.69439,1.8938
58,250,1,1,1,0.153725,0.276954,0.336508,0.444444,0.0658824,0.118694,0.144218,0.190476,0.858046,1.40747,1.54425,1.72931
59,250,1,1,1,0.151938,0.267446,0.31875,0.437237,0.0651163,0.11462,0.136607,0.187387,0.859322,1.4113,1.54689,1.73672
60,250,1,1,1,0.149333,0.268199,0.325439,0.43026,0.064,0.114943,0.139474,0.184397,0.860556,1.41556,1.55056,1.74389
61,250,1,1,1,0.142373,0.23796,0.302376,0.423502,0.061017,0.101983,0.12959,0.181501,0.861202,1.41694,1.55246,1.75082
62,250,1,1,1,0.14,0.245065,0.297872,0.416953,0.06,0.105028,0.12766,0.178694,0.861828,1.41935,1.5543,1.75753
63,250,1,1,1,0.133333,0.230769,0.293501,0.410603,0.0571429,0.0989011,0.125786,0.175973,0.861905,1.42063,1.55608,1.76402
64,250,1,1,1,0.131171,0.222584,0.289256,0.404444,0.0562162,0.095393,0.123967,0.173333,0.861979,1.42135,1.55781,1.77031
65,250,1,1,1,0.129768,0.233956,0.284553,0.398467,0.055615,0.100267,0.121951,0.170772,0.862051,1.42359,1.55949,1.77641
66,250,1,1,1,0.127719,0.230877,0.280561,0.392665,0.0547368,0.0989474,0.12024,0.168285,0.862121,1.42576,1.56111,1.78232
