1,1000,1,1,1,1.5568,2.23919,1.89928,2.22619,0.648649,1.09091,1.43046,1.53191,1,1,1,1,1000,1,1,1,1.77495,2.1256,2.56311,2.30303,0.765957,1.11628,1.4026,1.44,1,1,1,1,1000,1,1,1,1.72016,2.21164,2.23919,2.83333,0.645161,1.10092,1.47139,1.55676,1,1,1,1,1000,1,1,1,1.4902,2.03704,2.01527,2.3522,0.615385,1.2,1.24281,1.30317,1,1,1,1,1000,1,1,1,1.46667,1.91304,1.96868,2.29167,0.6,0.96,1.13684,1.19008,1,1,1,1,1000,1,1,1,1.67871,2.19423,2.07778,2.23729,0.705882,1.23077,1.58824,1.49844,1,1,1,1,1000,1,1,1,1.61963,2.37838,2.16021,2.49333,0.8,1.45455,1.88811,1.93289,1,1,1,1,1000,1,1,1,0.674847,1.15789,1.5,1.73913,0.460123,0.789474,1.02273,1.18577,1,1,1,1,1000,1,1,1,1.5568,2.23919,1.89928,2.22619,0.648649,1.09091,1.43046,1.53191,1,1,1,1,100,1,1,1,0.75,0.75,0.75,0.75,0.5,0.5,0.5,0.5,1,1,1,1
2,1500,1,1,1,1.50857,2.25641,2.28746,2.3522,0.803571,1.35338,1.76471,1.89474,1,1,1,1,1500,1,1,1,1.71429,2.17284,2.46499,2.67949,0.947368,1.38462,1.73077,1.78218,1,1,1,1,1500,1,1,1,1.79785,2.16393,2.42071,2.49333,0.79929,1.36571,1.81452,1.92513,1,1,1,1,1500,1,1,1,1.54865,2.12723,2.65397,2.61386,0.762712,1.4876,1.53584,1.61435,1,1,1,1,1500,1,1,1,1.34694,2.19423,3.05556,2.67949,0.743802,1.19205,1.40625,1.47541,1,1,1,1,1500,1,1,1,1.68153,2.44444,2.51051,2.30864,0.873786,1.52542,1.95652,1.85376,1,1,1,1,1500,1,1,1,1.62963,2.04372,2.39744,2.21384,0.989011,1.8,2.31959,2.38411,1,1,1,1,1500,1,1,1,0.674847,1.10553,1.38655,1.60584,0.460123,0.753769,0.945378,1.09489,1,1,1,1,1500,1,1,1,1.50857,2.25641,2.28746,2.3522,0.803571,1.35338,1.76471,1.89474,1,1,1,1,200,1,1,1,0.75,0.75,0.75,0.75,0.5,0.5,0.5,0.5,1,1,1,1
3,2000,1,1,1,1.3401,1.96325,2.25641,2.57875,0.79646,1.34328,1.74194,1.875,1,1,1,1,2000,1,1,1,1.54865,1.88889,2.35714,2.8479,0.9375,1.37405,1.70886,1.76471,1,1,1,1,2000,1,1,1,1.80513,1.99467,2.49333,2.41569,0.792253,1.35542,1.79045,1.90476,1,1,1,1,2000,1,1,1,1.49469,2.44444,2.9011,3,0.756303,1.47541,1.51856,1.6,1,1,1,1,2000,1,1,1,1.34775,2.30971,2.7055,2.77895,0.737705,1.18421,1.39175,1.46341,1,1,1,1,2000,1,1,1,1.62963,2.49057,2.59722,2.44444,0.865385,1.51261,1.92857,1.83486,1,1,1,1,2000,1,1,1,1.42222,2.04372,2.25641,2.41924,0.978261,1.78218,2.28041,2.35294,1,1,1,1,2000,1,1,1,0.628571,1.10553,1.32,1.57143,0.428571,0.753769,0.9,1.07143,1,1,1,1,2000,1,1,1,1.3401,1.96325,2.25641,2.57875,0.79646,1.34328,1.74194,1.875,1,1,1,1,300,1,1,1,1,1,1,1,0.65,0.65,0.65,0.65,1,1,1,1
4,2500,1,1,1,1.15789,1.95556,2.52229,2.72165,0.789474,1.33333,1.71975,1.85567,1,1,1,1,2500,1,1,1,1.36082,2,2.475,2.56311,0.927835,1.36364,1.6875,1.74757,1,1,1,1,2500,1,1,1,1.15183,1.97309,2.59162,2.7644,0.78534,1.34529,1.76702,1.88482,1,1,1,1,2500,1,1,1,1.1,2.14634,2.20245,2.32599,0.75,1.46341,1.50167,1.5859,1,1,1,1,2500,1,1,1,1.07317,1.72549,2.02041,2.12903,0.731707,1.17647,1.37755,1.45161,1,1,1,1,2500,1,1,1,1.25714,2.2,2.78873,2.66398,0.857143,1.5,1.90141,1.81635,1,1,1,1,2500,1,1,1,1.41935,2.58824,3.28904,3.40645,0.967742,1.76471,2.24252,2.32258,1,1,1,1,2500,1,1,1,0.628571,1,1.32,1.57143,0.428571,0.681818,0.9,1.07143,1,1,1,1,2500,1,1,1,1.15789,1.95556,2.52229,2.72165,0.789474,1.33333,1.71975,1.85567,1,1,1,1,400,1,1,1,1,1,1,1,0.65,0.65,0.65,0.65,1,1,1,1
5,2500,1,1,1,1.14783,1.94118,2.49057,2.69388,0.782609,1.32353,1.69811,1.83673,1,1,1,1,2500,1,1,1,1.34694,1.98496,2.44444,2.53846,0.918367,1.35338,1.66667,1.73077,1,1,1,1,2500,1,1,1,1.14187,1.95846,2.55814,2.73575,0.778547,1.33531,1.74419,1.86528,1,1,1,1,2500,1,1,1,1.09091,2.12903,2.17822,2.30568,0.743802,1.45161,1.48515,1.57205,1,1,1,1,2500,1,1,1,1.06452,1.71429,2,2.112,0.725806,1.16883,1.36364,1.44,1,1,1,1,2500,1,1,1,1.24528,2.18182,2.75,2.63736,0.849057,1.4876,1.875,1.7982,1,1,1,1,2500,1,1,1,1.40426,2.56311,3.23529,3.36306,0.957447,1.74757,2.20588,2.29299,1,1,1,1,2500,1,1,1,0.628571,1,1.32,1.57143,0.428571,0.681818,0.9,1.07143,1,1,1,1,2500,1,1,1,1.14783,1.94118,2.49057,2.69388,0.782609,1.32353,1.69811,1.83673,1,1,1,1,500,1,1,1,1.2,1.2,1.2,1.2,0.75,0.75,0.75,0.75,1,1,1,1
6,2500,1,1,1,1.13793,1.92701,2.45963,2.66667,0.775862,1.31387,1.67702,1.81818,1,1,1,1,2500,1,1,1,1.33333,1.97015,2.41463,2.51429,0.909091,1.34328,1.64634,1.71429,1,1,1,1,2500,1,1,1,1.13208,1.94404,2.52551,2.70769,0.77187,1.32548,1.72194,1.84615,1,1,1,1,2500,1,1,1,1.08197,2.112,2.15452,2.28571,0.737705,1.44,1.46899,1.55844,1,1,1,1,2500,1,1,1,1.056,1.70323,1.98,2.09524,0.72,1.16129,1.35,1.42857,1,1,1,1,2500,1,1,1,1.23364,2.16393,2.71233,2.61128,0.841121,1.47541,1.84932,1.78042,1,1,1,1,2500,1,1,1,1.38947,2.53846,3.18328,3.32075,0.947368,1.73077,2.17042,2.26415,1,1,1,1,2500,1,1,1,0.628571,1,1.32,1.57143,0.428571,0.681818,0.9,1.07143,1,1,1,1,2500,1,1,1,1.13793,1.92701,2.45963,2.66667,0.775862,1.31387,1.67702,1.81818,1,1,1,1,750,1,1,1,1.2,1.2,1.2,1.2,0.75,0.75,0.75,0.75,1,1,1,1
7,2500,1,1,1,1.12821,1.91304,2.42945,2.64,0.769231,1.30435,1.65644,1.8,1,1,1,1,2500,1,1,1,1.32,1.95556,2.38554,2.49057,0.9,1.33333,1.62651,1.69811,1,1,1,1,2500,1,1,1,1.12245,1.92982,2.4937,2.6802,0.765306,1.31579,1.70025,1.82741,1,1,1,1,2500,1,1,1,1.07317,2.09524,2.13132,2.26609,0.731707,1.42857,1.45318,1.54506,1,1,1,1,2500,1,1,1,1.04762,1.69231,1.9604,2.07874,0.714286,1.15385,1.33663,1.41732,1,1,1,1,2500,1,1,1,1.22222,2.14634,2.67568,2.5857,0.833333,1.46341,1.82432,1.76298,1,1,1,1,2500,1,1,1,1.375,2.51429,3.13291,3.2795,0.9375,1.71429,2.13608,2.23602,1,1,1,1,2500,1,1,1,0.578947,0.93617,1.24528,1.49153,0.394737,0.638298,0.849057,1.01695,1,1,1,1,2500,1,1,1,1.12821,1.91304,2.42945,2.64,0.769231,1.30435,1.65644,1.8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2500,1,1,1,1.11864,1.89928,2.4,2.61386,0.762712,1.29496,1.63636,1.78218,1,1,1,1,2500,1,1,1,1.30693,1.94118,2.35714,2.46729,0.891089,1.32353,1.60714,1.68224,1,1,1,1,2500,1,1,1,1.11298,1.91582,2.46269,2.65327,0.758853,1.30624,1.6791,1.80905,1,1,1,1,2500,1,1,1,1.06452,2.07874,2.10863,2.24681,0.725806,1.41732,1.4377,1.53191,1,1,1,1,2500,1,1,1,1.03937,1.68153,1.94118,2.0625,0.708661,1.1465,1.32353,1.40625,1,1,1,1,2500,1,1,1,1.21101,2.12903,2.64,2.56062,0.825688,1.45161,1.8,1.74588,1,1,1,1,2500,1,1,1,1.36082,2.49057,3.08411,3.23926,0.927835,1.69811,2.1028,2.20859,1,1,1,1,2500,1,1,1,0.578947,0.88,1.24528,1.49153,0.394737,0.6,0.849057,1.01695,1,1,1,1,2500,1,1,1,1.11864,1.89928,2.4,2.61386,0.762712,1.29496,1.63636,1.78218,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2500,1,1,1,1.10924,1.88571,2.37126,2.58824,0.756303,1.28571,1.61677,1.76471,1,1,1,1,2500,1,1,1,1.29412,1.92701,2.32941,2.44444,0.882353,1.31387,1.58824,1.66667,1,1,1,1,2500,1,1,1,1.10368,1.90202,2.43243,2.62687,0.752508,1.29683,1.65848,1.79104,1,1,1,1,2500,1,1,1,1.056,2.0625,2.08641,2.22785,0.72,1.40625,1.42255,1.51899,1,1,1,1,2500,1,1,1,1.03125,1.67089,1.92233,2.04651,0.703125,1.13924,1.31068,1.39535,1,1,1,1,2500,1,1,1,1.2,2.112,2.60526,2.53602,0.818182,1.44,1.77632,1.72911,1,1,1,1,2500,1,1,1,1.34694,2.46729,3.03681,3.2,0.918367,1.68224,2.07055,2.18182,1,1,1,1,2500,1,1,1,0.578947,0.88,1.24528,1.49153,0.394737,0.6,0.849057,1.01695,1,1,1,1,2500,1,1,1,1.10924,1.88571,2.37126,2.58824,0.756303,1.28571,1.61677,1.76471,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2500,1,1,1,1.1,1.87234,2.3432,2.56311,0.75,1.2766,1.59763,1.74757,1,1,1,1,2500,1,1,1,1.28155,1.91304,2.30233,2.42202,0.873786,1.30435,1.56977,1.65138,1,1,1,1,2500,1,1,1,1.09453,1.88841,2.40291,2.60099,0.746269,1.28755,1.63835,1.7734,1,1,1,1,2500,1,1,1,1.04762,2.04651,2.06465,2.2092,0.714286,1.39535,1.40772,1.50628,1,1,1,1,2500,1,1,1,1.02326,1.66038,1.90385,2.03077,0.697674,1.13208,1.29808,1.38462,1,1,1,1,2500,1,1,1,1.18919,2.09524,2.57143,2.51189,0.810811,1.42857,1.75325,1.71265,1,1,1,1,2500,1,1,1,1.33333,2.44444,2.99094,3.16168,0.909091,1.66667,2.03927,2.15569,1,1,1,1,2500,1,1,1,0.578947,0.88,1.24528,1.49153,0.394737,0.6,0.849057,1.01695,1,1,1,1,2500,1,1,1,1.1,1.87234,2.3432,2.56311,0.75,1.2766,1.59763,1.74757,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
