28508155,#hash_448210df69276e85,0,0,#entitlement,#invalid,false,?0
22454441,#hash_7c9ea10bdc0d55e1,0,0,#entitlement,#invalid,false,?0
29254880,#hash_7c9e9e0bdc0d50c8,0,0,#entitlement,#invalid,false,?0
33151723,#hash_72ec7fee89889144,0,0,#entitlement,#invalid,false,?0
26228275,#hash_72ec82ee8988965d,0,0,#entitlement,#invalid,false,?0
22828961,#hash_2f63915e359bde87,0,0,#entitlement,#invalid,false,?0
29344671,#hash_2f63925e359be03a,0,0,#entitlement,#invalid,false,?0
27322600,#hash_1a0bd84a72d2d98,0,0,#entitlement,#invalid,false,?0
21899758,#hash_1a0c084a72d32b1,0,0,#entitlement,#invalid,false,?0
19744258,#hash_3c2ea0af488a3385,0,0,#entitlement,#invalid,false,?0
25789535,#hash_3c2e9daf488a2e6c,0,0,#entitlement,#invalid,false,?0
27240280,#hash_3c2e9eaf488a301f,0,0,#entitlement,#invalid,false,?0
27948874,#hash_3c2e9baf488a2b06,0,0,#entitlement,#invalid,false,?0
18462993,#hash_332536cc7d0cecb4,0,0,#entitlement,#invalid,false,?0
30945992,#hash_332539cc7d0cf1cd,0,0,#entitlement,#invalid,false,?0
28002804,#hash_1f2548d97c54f94,0,0,#blueprint,#rare,false,?0
31739254,#hash_1beebf8da67d4163,0,4,#blueprint,#epic,false,?0
28853121,#hash_62cf96003747a5c7,0,0,#blueprint,#legendary,false,?0
28840838,#hash_1cf84100e8f5a362,0,0,#blueprint,#legendary,false,?0
31808525,#hash_1d394100e92d3a57,0,0,#blueprint,#legendary,false,?0
22404260,#hash_1d354300e92954e6,0,0,#blueprint,#legendary,false,?0
28714206,#hash_35f503d0a1dfed10,0,0,#blueprint,#rare,false,?0
29153365,#hash_d286a83236e1d2b,0,0,#blueprint,#legendary,false,?0
26744902,#hash_ccc7a83231fd9ae,0,0,#blueprint,#legendary,false,?0
24543985,#hash_cc26083231758fb,0,0,#blueprint,#legendary,false,?0
33039098,#hash_2e40d727320f0976,0,0,#blueprint,#legendary,false,?0
28861202,#hash_451748db21214288,0,0,#blueprint,#epic,false,?0
31702460,#hash_3f29662158e63790,0,0,#blueprint,#legendary,false,?0
29852511,#hash_28144f889c261c9a,0,0,#blueprint,#ultra,false,?0
31882677,#hash_c45a307f703ac4f,0,0,#blueprint,#legendary,false,?0
31726073,#hash_4bf59d3a2a25aefa,0,1,#blueprint,#legendary,false,?0
28935797,#hash_611626214a26b8f,0,0,#blueprint,#legendary,false,?0
25599208,#hash_51357e2e8b27e81,0,0,#blueprint,#epic,false,?0
24295658,#hash_787b86aaa73d9c8b,0,0,#blueprint,#epic,false,?0
26150490,#hash_7f7010305342cd6c,0,0,#blueprint,#legendary,false,?0
28869544,#hash_54794ae731b4a360,0,0,#blueprint,#legendary,false,?0
30680537,#hash_4e3a88c5193127be,0,0,#blueprint,#legendary,false,?0
21346367,#hash_726f3b8dd773ab2c,0,3,#blueprint,#rare,false,?0
31855413,#hash_171336f2b47218c2,0,0,#blueprint,#epic,false,?0
30723811,#hash_cc13c6cbbed093c,0,0,#blueprint,#epic,false,?0
25721293,#hash_6bddb1a4c33c0199,0,0,#blueprint,#legendary,false,?0
27623378,#hash_79e4bdc9c4eba4,0,0,#blueprint,#legendary,false,?0
28632173,#hash_4abcc721f3dd987b,0,0,#blueprint,#legendary,false,?0
27934085,#hash_2384338b95c5dc1d,0,0,#blueprint,#legendary,false,?0
22021413,#hash_12dfadfb9accfea0,0,0,#blueprint,#epic,false,?0
22510590,#hash_69c8cfed4fd49f74,0,0,#blueprint,#legendary,false,?0
18499507,#hash_68d550d620205d79,0,0,#blueprint,#legendary,false,?0
28380266,#hash_578c812df0068561,0,0,#blueprint,#legendary,false,?0
31550348,#hash_5c63bd558e18e41c,0,2,#blueprint,#legendary,false,?0
23164361,#hash_1033327d510fad90,0,0,#blueprint,#ultra,false,?0
22403673,#hash_78532810f74c6ba5,0,0,#blueprint,#ultra,false,?0
18453991,#hash_39e7e0f3e9d57a1c,0,0,#blueprint,#legendary,false,?0
24454427,#hash_47ab40d32158e24a,0,5,#blueprint,#legendary,false,?0
32725972,#hash_3c426bbe1de24994,0,0,#blueprint,#legendary,false,?0
18703319,#hash_cfedd820eaf94df,0,0,#blueprint,#legendary,false,?0
18564180,#hash_6cd00d92ce84858f,0,5,#blueprint,#epic,false,?0
30107283,#ar_british_t9,0,5,#weapon,#base,false,?0
20108070,#hash_76ff8ccdeb1bd6a9,0,0,#blueprint,#epic,false,?0
30985808,#hash_529118b301667696,0,0,#blueprint,#ultra,false,?0
26036738,#hash_68ab4eaeed436517,0,0,#blueprint,#epic,false,?0
24525997,#hash_58bc8d530cfd7588,0,0,#blueprint,#legendary,false,?0
25771811,#hash_3035e29f358890c0,0,0,#blueprint,#legendary,false,?0
21401337,#hash_555780a380cade2f,0,1,#blueprint,#legendary,false,?0
22981600,#hash_7cf4358fc796649d,0,6,#blueprint,#legendary,false,?0
17821844,#hash_19671f23480e1227,0,0,#blueprint,#legendary,false,?0
26120912,#hash_1926ff2347d7f7d2,0,0,#blueprint,#legendary,false,?0
18489632,#hash_191c152347ce15af,0,0,#blueprint,#legendary,false,?0
18213404,#hash_33d925a67c31268f,0,0,#blueprint,#legendary,false,?0
22091988,#hash_53a0b107d90fd9c8,0,4,#blueprint,#legendary,false,?0
23401683,#hash_33f64d66a63093ea,0,0,#blueprint,#epic,false,?0
31929960,#hash_34004d66a638e86f,0,0,#blueprint,#epic,false,?0
30766133,#hash_33fd3f66a6369ace,0,0,#blueprint,#epic,false,?0
29623114,#hash_433748ef1c98509,0,0,#blueprint,#rare,false,?0
27767368,#hash_7c90d120bfcfdaf4,0,0,#blueprint,#epic,false,?0
30242803,#hash_35c92f50c54af934,0,0,#blueprint,#legendary,false,?0
29695404,#hash_2e5f4d317823c3ef,0,0,#blueprint,#legendary,false,?0
20721218,#hash_26a77cae3e2ccdb1,0,2,#blueprint,#legendary,false,?0
23998827,#hash_207556f76bbf38ad,0,0,#blueprint,#epic,false,?0
21977831,#hash_6cfe9ec0bed90671,0,0,#blueprint,#ultra,false,?0
19296072,#hash_2006feb37249a2d,0,0,#blueprint,#legendary,false,?0
18030460,#hash_20271d535e70f127,0,0,#blueprint,#epic,false,?0
18807658,#hash_5fa0fb659d691cc7,0,0,#blueprint,#epic,false,?0
28341029,#hash_233e52d21485515a,0,0,#blueprint,#ultra,false,?0
29413896,#hash_295f0aaa255318c9,0,0,#blueprint,#legendary,false,?0
18383488,#hash_40c8662b5ca6f446,0,0,#blueprint,#legendary,false,?0
30294912,#hash_36cece9d3ec23b98,0,0,#blueprint,#epic,false,?0
30126017,#hash_281377b58e4769bc,0,0,#blueprint,#rare,false,?0
19679880,#hash_3394ee2641a60072,0,0,#blueprint,#legendary,false,?0
18510110,#hash_40e51cb50c193baa,0,0,#blueprint,#legendary,false,?0
29049151,#hash_2e88deb50167af7a,0,0,#blueprint,#legendary,false,?0
29040480,#hash_646036a79869d77a,0,0,#blueprint,#ultra,false,?0
31427915,#hash_2f41b7a5b905080a,0,0,#blueprint,#legendary,false,?0
20301266,#hash_45a6145358757e58,0,0,#blueprint,#legendary,false,?0
25149793,#hash_3bc187274ae448ac,0,0,#blueprint,#rare,false,?0
31125215,#hash_46378d5c615facc,0,0,#blueprint,#epic,false,?0
23741611,#hash_6bfafbb5247088a2,0,3,#blueprint,#legendary,false,?0
24211842,#hash_4f827bb5139bae17,0,0,#blueprint,#epic,false,?0
26670060,#hash_3e209af6943e9bb,0,0,#blueprint,#ultra,false,?0
