0,25029533,#hash_32057107e70e1a58,#character_outfit,#legendary,0,0,#season_6,#glint,0
0,23301724,#hash_2f6c1064aadc32d8,#character_outfit,#epic,0,0,#,#glint,0
0,28900186,#wristaccessory_t9_s6_analog_camo,#hash_c70e59dba98cf81,#epic,0,0,#,#,0
0,23332437,#hash_720612855745b906,#hash_d48e5f30cecb510,#legendary,0,0,#,#,0
1,21024002,#hash_2c5d59bffb3e2e8d,#sticker,#legendary,0,1,#,#,19
1,,#hash_769362c66e49d02,#hash_5c4342abb0ab9b66,#legendary,0,1,#,#,19
2,26978427,#hash_5b91cff18a119980,#calling_card,#epic,0,0,#,#,0
3,19262075,#weapon_xp_token_legendary,#hash_7c692b8eb31f67eb,#legendary,0,0,#,#,0
4,24514929,#t9_charm_tinfoil_hat,#charm,#rare,0,0,#,#,0
5,18981443,#hash_268e40b9618806d9,#blueprint,#legendary,0,0,#,#glint,0
6,,#hash_7bb2d755872a5be5,#currency,#legendary,0,1,#,#,20
6,,#hash_44263413c8be122d,#hash_5c4342abb0ab9b66,#epic,0,1,#,#,20
7,32109261,#player_xp_token_legendary,#hash_7c692b8eb31f67eb,#legendary,0,0,#,#,0
8,21335341,#hash_6e27ffcd58154612,#hash_27fcf589ae53da66,#epic,0,0,#,#,21
8,,#hash_132af4c99921f356,#hash_6e2e66060a72f89c,#epic,0,0,#,#,21
9,25874571,#hash_2bd41ff527009bf2,#emblem,#legendary,0,0,#,#,0
10,26734961,#hash_6a5c65cdaab4597f,#character_outfit,#rare,0,0,#,#glint,0
11,31942878,#hash_1227fd9b7c52c241,#sticker,#rare,0,1,#,#,22
11,,#hash_3c0da32c4238c3f0,#hash_5c4342abb0ab9b66,#rare,0,1,#,#,22
12,,#hash_7bb2d755872a5be5,#currency,#legendary,0,0,#,#,0
13,19262075,#weapon_xp_token_legendary,#hash_7c692b8eb31f67eb,#legendary,0,0,#,#,0
14,26601427,#reticle_127,#reticle,#rare,0,0,#,#,0
15,32505630,#shotgun_leveraction_t9,#weapon,#base,0,1,#season_6,#glint,23
15,,#hash_4b5aeffeb304e89b,#hash_5c4342abb0ab9b66,#rare,0,1,#,#,23
16,24241868,#loot_ges_mtx_t9_coin_trick,#gesture,#epic,0,0,#,#,0
17,,#hash_7bb2d755872a5be5,#currency,#legendary,0,0,#,#,0
