3,0,28915821
6,0,19416747
9,0,19042167
12,0,25195133
15,0,21091887
16,0,33470420
17,0,26012210
20,0,23479313
23,0,30043551
26,0,20548480
29,0,30491123
32,0,31269694
35,0,26640641
36,0,28343002
39,0,19185534
42,0,29183147
45,0,23803566
48,0,20325254
51,0,22925640
54,0,23919073
55,0,26160583
60,0,29076417
63,0,25777209
68,0,25592567
73,0,25841946
76,0,29646277
81,0,18608123
82,0,31643678
83,0,20294835
84,0,25831776
85,0,26382831
86,0,30158019
87,0,18794003
88,0,29243829
89,0,22699395
90,0,31262445
91,0,30825275
92,0,18050839
93,0,21130389
94,0,26247756
95,0,22947804
96,0,33467321
97,0,18960809
98,0,18460881
99,0,23453352
100,0,30870444
101,0,26514390
102,0,27037898
103,0,26606664
104,0,24456482
105,0,32618424
106,0,20677329
107,0,31322426
108,0,20143383
109,21947399,24359283
109,30107283,32565211
109,31370411,32805346
109,19961376,22186743
109,32571167,18258328
109,26513395,24244671
109,28682315,26289516
109,25073353,23909427
109,27012354,21784608
109,29752529,32501366
109,19257346,23718497
110,21947399,24641257
110,30107283,19167899
110,31370411,32180243
110,19961376,27527369
110,32571167,32524519
110,26513395,20635946
110,28682315,32503177
110,25073353,25334419
110,27012354,28739104
110,29752529,19422577
110,19257346,28232190
111,21947399,19412056
111,30107283,27532507
111,31370411,32176323
111,19961376,18291419
111,32571167,30045855
111,26513395,18060216
111,28682315,26342707
111,25073353,20850479
111,27012354,20363228
111,29752529,27788704
111,19257346,28123255
112,21947399,22536490
112,30107283,17944997
112,31370411,28780294
112,19961376,27936896
112,32571167,21141009
112,26513395,22032850
112,28682315,20467081
112,25073353,19611427
112,27012354,24429538
112,29752529,25953148
112,19257346,33292447
113,21947399,31853910
113,30107283,29210906
113,31370411,26645208
113,19961376,25732031
113,32571167,25810171
113,26513395,19735247
113,28682315,27948270
113,25073353,26466809
113,27012354,25395230
113,29752529,25639498
113,19257346,32516750
114,21947399,18838021
114,30107283,23970834
114,31370411,23875445
114,19961376,19263082
114,32571167,30906233
114,26513395,29363966
114,28682315,24493257
114,25073353,26274160
114,27012354,29975483
114,29752529,21025854
114,19257346,20033890
115,21947399,32321627
115,30107283,30736785
115,31370411,25071776
115,19961376,27545212
115,32571167,29567221
115,26513395,29754028
115,28682315,30377185
115,25073353,30206435
115,27012354,27528635
115,29752529,27809534
115,19257346,27611194
116,21947399,26173045
116,30107283,19103965
116,31370411,19754495
116,19961376,32963109
116,32571167,20084144
116,26513395,21564733
116,28682315,28529473
116,25073353,27149886
116,27012354,21297551
116,29752529,19746952
116,19257346,30362033
117,21947399,31064275
117,30107283,27667632
117,31370411,21612839
117,19961376,18231810
117,32571167,22971086
117,26513395,21611415
117,28682315,22639574
117,25073353,31687069
117,27012354,22411095
117,29752529,23487564
117,19257346,22686188
118,21947399,25434341
118,30107283,28931080
118,31370411,26833699
118,19961376,22897604
118,32571167,30800816
118,26513395,29025822
118,28682315,28295980
118,25073353,32918073
118,27012354,22485967
118,29752529,33235728
118,19257346,33240012
119,21947399,33425804
119,30107283,28755284
119,31370411,28976235
119,19961376,19730399
119,32571167,24753603
119,26513395,21229240
119,28682315,32197020
119,25073353,21749905
119,27012354,25119361
119,29752529,28312112
119,19257346,31365119
120,21947399,19230760
120,30107283,17890217
120,31370411,24419334
120,19961376,19955244
120,32571167,24683606
120,26513395,30459528
120,28682315,23464734
120,25073353,21513015
120,27012354,20116515
120,29752529,25385100
120,19257346,26790064
121,21947399,18119995
121,30107283,22867431
121,31370411,17817461
121,19961376,20079412
121,32571167,31746483
121,26513395,18303203
121,28682315,32390359
121,25073353,18606300
121,27012354,26380200
121,29752529,25691390
121,19257346,31705138
122,21947399,22701377
122,30107283,21175933
122,31370411,28821857
122,19961376,29464948
122,32571167,20613031
122,26513395,20081378
