0,,#hash_456d2be6b7148090,#hash_d48e5f30cecb510,#legendary,0,0,#season_1,#glint,0
0,,#hash_2ec10658dce8193f,#hash_d48e5f30cecb510,#rare,0,0,#season_1,#glint,0
0,,#hash_39eba4f889a0919e,#hash_d48e5f30cecb510,#epic,0,0,#season_1,#glint,0
0,,#hash_2f9f68eaf4698935,#hash_d48e5f30cecb510,#legendary,0,0,#season_1,#glint,0
1,,#hash_3e0082f06dc346ff,#hash_d48e5f30cecb510,#epic,0,1,#,#,0
2,,#hash_64ea606d74906ebd,#hash_d48e5f30cecb510,#epic,0,0,#,#,0
3,,#hash_50f7c40384c7d7dc,#hash_d48e5f30cecb510,#legendary,0,0,#,#,0
4,,#hash_491854b73f5c405b,#hash_d48e5f30cecb510,#rare,0,0,#,#,0
5,,#hash_2e906fa15e914adb,#hash_d48e5f30cecb510,#epic,0,0,#,#glint,0
6,,#hash_359f2ee0e8cb35e3,#currency,#legendary,0,2,#,#,0
7,,#hash_466ae2e968481c13,#hash_d48e5f30cecb510,#legendary,0,0,#,#,0
8,,#hash_10bcf3b6510b6a0d,#hash_d48e5f30cecb510,#legendary,0,0,#,#,70080
8,,#hash_1de6ef43c9cb93fc,#hash_6e2e66060a72f89c,#rare,0,0,#,#,70080
9,,#hash_665852ba6397d135,#hash_d48e5f30cecb510,#legendary,0,0,#,#,70090
9,,#hash_322d12cf34c5dc9b,#hash_6e2e66060a72f89c,#legendary,0,0,#,#,70090
10,,#hash_291c1ca11c8df35b,#hash_d48e5f30cecb510,#rare,0,0,#,#glint,0
11,,#hash_17336989b657dd83,#hash_d48e5f30cecb510,#rare,0,2,#,#,0
12,,#hash_359f2ee0e8cb35e3,#currency,#legendary,0,0,#,#,0
13,,#hash_50f7c40384c7d7dc,#hash_d48e5f30cecb510,#legendary,0,0,#,#,0
14,,#hash_f92d402a5dcf46,#hash_d48e5f30cecb510,#rare,0,0,#,#,0
15,,#hash_5fbf45db64b08a6b,#hash_d48e5f30cecb510,#base,0,1,#season_1,#glint,0
16,,#hash_4ab62b3d17d9b815,#hash_d48e5f30cecb510,#epic,0,0,#,#glint,0
17,,#hash_359f2ee0e8cb35e3,#currency,#legendary,0,0,#,#,0
18,,#hash_bfa1177f914cc0a,#hash_d48e5f30cecb510,#epic,0,0,#,#glint,0
19,,#hash_7ea79950094c0c9,#hash_d48e5f30cecb510,#legendary,0,0,#,#,70190
19,,#hash_50f7c40384c7d7dc,#hash_6e2e66060a72f89c,#legendary,0,0,#,#,70190
20,,#hash_755e132e2402fc3e,#hash_d48e5f30cecb510,#rare,0,0,#,#glint,0
21,,#hash_5b17b2d6174cef45,#hash_d48e5f30cecb510,#base,0,1,#,#glint,70210
21,,#hash_6b3cb17c82b7acd8,#hash_6e2e66060a72f89c,#epic,0,1,#,#glint,70210
22,,#hash_2e23561eda89d9df,#hash_d48e5f30cecb510,#epic,0,0,#,#,0
23,,#hash_359f2ee0e8cb35e3,#currency,#legendary,0,0,#,#,0
24,,#hash_47886b849b9497b0,#hash_d48e5f30cecb510,#rare,0,1,#,#glint,0
25,,#hash_326edf8d1072598f,#hash_d48e5f30cecb510,#rare,0,0,#,#,0
26,,#hash_72a29f19274e5831,#hash_d48e5f30cecb510,#rare,0,0,#,#,70260
26,,#hash_64ea5e6d74906b57,#hash_6e2e66060a72f89c,#epic,0,0,#,#,70260
27,,#hash_707b3175e98763e9,#hash_d48e5f30cecb510,#legendary,0,0,#,#glint,0
28,,#hash_17337789b657f54d,#hash_d48e5f30cecb510,#rare,0,1,#,#,0
29,,#hash_1a1c2e2b58edf77d,#hash_d48e5f30cecb510,#common,0,0,#,#,0
30,,#hash_65d1cbd5809bd803,#hash_d48e5f30cecb510,#rare,0,0,#,#glint,0
31,,#hash_149080219131b7ec,#hash_d48e5f30cecb510,#base,0,1,#season_1,#glint,0
32,,#hash_359f2ee0e8cb35e3,#currency,#legendary,0,0,#,#,0
33,,#hash_3e0084f06dc34a65,#hash_d48e5f30cecb510,#legendary,0,0,#,#,0
34,,#hash_6fb836965352a041,#hash_d48e5f30cecb510,#legendary,0,2,#,#,0
35,,#hash_2e9071a15e914e41,#hash_d48e5f30cecb510,#rare,0,1,#,#glint,0
36,,#hash_39eba4f889a0919e,#hash_d48e5f30cecb510,#epic,0,0,#,#,0
37,,#hash_3efafe7106287ce3,#hash_d48e5f30cecb510,#base,0,1,#,#,0
38,,#hash_3c918cc9cbc04c3a,#hash_d48e5f30cecb510,#epic,0,0,#,#glint,0
39,,#hash_59d9d0d342aaf66,#hash_d48e5f30cecb510,#base,0,1,#,#glint,70390
39,,#hash_27b95c14273cf49a,#hash_6e2e66060a72f89c,#rare,0,1,#,#glint,70390
40,,#hash_8409f5182fa9138,#hash_d48e5f30cecb510,#rare,0,0,#,#glint,0
41,,#hash_359f2ee0e8cb35e3,#currency,#legendary,0,0,#,#,0
42,,#hash_166cd176273b7ef8,#hash_d48e5f30cecb510,#legendary,0,0,#,#glint,0
43,,#hash_466ae2e968481c13,#hash_d48e5f30cecb510,#legendary,0,0,#,#,0
44,,#hash_50467c518a6f942f,#hash_d48e5f30cecb510,#base,0,1,#,#glint,70440
44,,#hash_662787ef52ccb9c,#hash_6e2e66060a72f89c,#legendary,0,1,#,#glint,70440
45,,#hash_4ab62a3d17d9b662,#hash_d48e5f30cecb510,#rare,0,0,#,#glint,0
46,,#hash_1a1c2e2b58edf77d,#hash_d48e5f30cecb510,#common,0,0,#,#,0
47,,#hash_f92b402a5dcbe0,#hash_d48e5f30cecb510,#rare,0,0,#,#,0
48,,#hash_359f2ee0e8cb35e3,#currency,#legendary,0,1,#,#,0
49,,#hash_17336889b657dbd0,#hash_d48e5f30cecb510,#rare,0,0,#,#,0
50,,#hash_780ada64da74b48a,#hash_d48e5f30cecb510,#rare,0,0,#,#glint,0
51,,#hash_2cc68615a4469aff,#hash_d48e5f30cecb510,#epic,0,0,#,#glint,0
52,,#hash_f92c402a5dcd93,#hash_d48e5f30cecb510,#rare,0,0,#,#,0
53,,#hash_1a1c2e2b58edf77d,#hash_d48e5f30cecb510,#common,0,0,#,#,0
54,,#hash_5092fdb74342a971,#hash_d48e5f30cecb510,#rare,0,0,#,#,0
55,,#hash_61fdc2030eae04b6,#hash_d48e5f30cecb510,#legendary,0,2,#,#glint,0
56,,#hash_359f2ee0e8cb35e3,#currency,#legendary,0,0,#,#,0
57,,#hash_50f7c40384c7d7dc,#hash_d48e5f30cecb510,#legendary,0,0,#,#,0
58,,#hash_17337689b657f39a,#hash_d48e5f30cecb510,#epic,0,0,#,#,0
59,,#hash_da35a6c2f3679e9,#hash_d48e5f30cecb510,#epic,0,0,#,#glint,0
60,,#hash_2787d3939c90f7e5,#hash_d48e5f30cecb510,#rare,0,0,#,#glint,0
61,,#hash_f92e402a5dd0f9,#hash_d48e5f30cecb510,#epic,0,1,#,#glint,0
62,,#hash_6fbb38965354d97e,#hash_d48e5f30cecb510,#epic,0,0,#,#,0
63,,#hash_c9013ae227db2fe,#hash_d48e5f30cecb510,#rare,0,0,#,#,0
64,,#hash_640a00dd9c7cf386,#hash_d48e5f30cecb510,#legendary,0,1,#,#,0
65,,#hash_44f83572f5266c9f,#hash_d48e5f30cecb510,#legendary,0,0,#,#glint,0
66,,#hash_359f2ee0e8cb35e3,#currency,#legendary,0,0,#,#,0
67,,#hash_66584bba6397c550,#hash_d48e5f30cecb510,#epic,0,1,#,#,70670
67,,#hash_43994ab8551e49c0,#hash_6e2e66060a72f89c,#epic,0,1,#,#,70670
68,,#hash_326edf8d1072598f,#hash_d48e5f30cecb510,#rare,0,0,#,#,0
69,,#hash_491bc5b73f5f3635,#hash_d48e5f30cecb510,#epic,0,0,#,#,0
70,,#hash_11bcaf50b67df5a4,#hash_d48e5f30cecb510,#rare,0,0,#,#glint,0
71,,#hash_32722fe6685db381,#hash_d48e5f30cecb510,#legendary,0,0,#,#glint,0
72,,#hash_770045c276bfd9fc,#hash_d48e5f30cecb510,#rare,0,2,#,#,70720
72,,#hash_641ddad0a3c88501,#hash_6e2e66060a72f89c,#legendary,0,2,#,#,70720
73,,#hash_466ae2e968481c13,#hash_d48e5f30cecb510,#legendary,0,0,#,#,0
74,,#hash_359f2ee0e8cb35e3,#currency,#legendary,0,0,#,#,0
75,,#hash_6bafcfcc2be9c6c1,#hash_d48e5f30cecb510,#legendary,0,0,#,#,0
76,,#hash_4350a36f5824a58e,#hash_d48e5f30cecb510,#legendary,0,0,#,#glint,0
77,,#hash_e9ff3e067e15d6e,#hash_d48e5f30cecb510,#epic,0,1,#,#,0
78,,#hash_39eba4f889a0919e,#hash_d48e5f30cecb510,#epic,0,0,#,#,0
79,,#hash_f939402a5de3aa,#hash_d48e5f30cecb510,#epic,0,0,#,#,0
80,,#hash_51e936a5831d1fec,#hash_d48e5f30cecb510,#rare,0,0,#,#glint,0
81,,#hash_4c4192506e80545e,#hash_d48e5f30cecb510,#legendary,0,1,#,#glint,0
82,,#hash_359f2ee0e8cb35e3,#currency,#legendary,0,0,#,#,0
83,,#hash_1a1c2e2b58edf77d,#hash_d48e5f30cecb510,#common,0,0,#,#,0
84,,#hash_491bc2b73f5f311c,#hash_d48e5f30cecb510,#epic,0,1,#,#,0
85,,#hash_6fac0085956f7030,#hash_d48e5f30cecb510,#legendary,0,0,#,#glint,0
86,,#hash_24ef24e6f6485f02,#hash_d48e5f30cecb510,#rare,0,0,#,#,0
87,,#hash_50f7c40384c7d7dc,#hash_d48e5f30cecb510,#legendary,0,0,#,#,0
88,,#hash_796a9a9a87f0c5ad,#hash_d48e5f30cecb510,#rare,0,1,#,#,0
89,,#hash_f93a402a5de55d,#hash_d48e5f30cecb510,#rare,0,0,#,#,0
90,,#hash_30ea12b3b9a4aba4,#hash_d48e5f30cecb510,#rare,0,0,#,#glint,0
91,,#hash_359f2ee0e8cb35e3,#currency,#legendary,0,0,#,#,0
92,,#hash_79a064df9c0fc05,#hash_d48e5f30cecb510,#legendary,0,0,#,#,0
93,,#hash_6fada496534953a6,#hash_d48e5f30cecb510,#epic,0,0,#,#,0
94,,#hash_15f0005df5f94894,#hash_d48e5f30cecb510,#legendary,0,1,#,#,70940
94,,#hash_7e10c5e83e4f0e12,#hash_6e2e66060a72f89c,#legendary,0,1,#,#,70940
95,,#hash_149081219131b99f,#hash_d48e5f30cecb510,#legendary,0,0,#season_1,#glint,0
96,,#hash_466ae2e968481c13,#hash_d48e5f30cecb510,#legendary,0,0,#,#,0
97,,#hash_506369b7431a3d33,#hash_d48e5f30cecb510,#legendary,0,0,#,#,0
98,,#hash_359f2ee0e8cb35e3,#currency,#legendary,0,1,#,#,0
99,,#hash_42a2c019830528a9,#hash_d48e5f30cecb510,#legendary,0,0,#,#,0
100,,#hash_52f376931e77d8e1,#hash_d48e5f30cecb510,#legendary,0,0,#season_1,#glint,0
100,,#hash_5fbf44db64b088b8,#hash_d48e5f30cecb510,#legendary,0,0,#season_1,#glint,0
100,,#hash_17367589b65a27be,#hash_d48e5f30cecb510,#legendary,0,0,#season_1,#glint,0
100,,#hash_10343402a66492d,#hash_d48e5f30cecb510,#legendary,0,0,#season_1,#glint,0
100,,#hash_4914d4b73f593104,#hash_d48e5f30cecb510,#legendary,0,0,#season_1,#glint,0
