0,28707434,#hash_3fcf22c8c739f535,#character_outfit,#legendary,0,0,#season_4,#glint,0
0,26534648,#hash_74be9e1ec06fb40f,#character_outfit,#epic,0,0,#,#glint,0
0,25212762,#wristaccessory_t9_s2_analog_paratroop,#hash_c70e59dba98cf81,#epic,0,0,#,#,0
0,18809624,#hash_60af018a532f7d24,#hash_d48e5f30cecb510,#legendary,0,0,#,#,0
1,28704673,#hash_1237ec618bdcd01c,#sticker,#legendary,0,1,#,#,0
2,30481555,#hash_5fa0b8dfddfe3acb,#calling_card,#epic,0,0,#,#,0
3,19262075,#weapon_xp_token_legendary,#hash_7c692b8eb31f67eb,#legendary,0,0,#,#,0
4,32685436,#t9_charm_hottaco,#charm,#rare,0,0,#,#,0
5,22091988,#hash_53a0b107d90fd9c8,#blueprint,#legendary,0,0,#,#glint,0
6,,#hash_7bb2d755872a5be5,#currency,#legendary,0,1,#,#,0
7,32109261,#player_xp_token_legendary,#hash_7c692b8eb31f67eb,#legendary,0,0,#,#,0
8,17959965,#hash_3bd223522069162e,#hash_27fcf589ae53da66,#rare,0,0,#,#,13
8,,#hash_68a2bd4329c868cc,#hash_6e2e66060a72f89c,#rare,0,0,#,#,13
9,25607178,#hash_408a6f79f0af2a10,#emblem,#legendary,0,0,#,#,0
10,32845096,#hash_2bd368b584692f72,#character_outfit,#rare,0,0,#,#glint,0
11,20673795,#hash_997da351c83f2ff,#sticker,#rare,0,0,#,#,0
12,,#hash_7bb2d755872a5be5,#currency,#legendary,0,0,#,#,0
13,19262075,#weapon_xp_token_legendary,#hash_7c692b8eb31f67eb,#legendary,0,0,#,#,0
14,30493284,#reticle_90,#reticle,#rare,0,0,#,#,0
15,27390472,#lmg_fastfire_t9,#weapon,#base,0,1,#season_4,#glint,0
16,18494854,#loot_ges_mtx_t9_scorpion_shot,#gesture,#legendary,0,0,#,#,0
17,,#hash_7bb2d755872a5be5,#currency,#legendary,0,0,#,#,0
18,29301630,#hash_5560fd544a44a393,#blueprint,#epic,0,0,#,#glint,0
19,18501694,#execution_159,#execution,#legendary,0,0,#,#,0
20,29122772,#hash_308c71923066c17d,#character_outfit,#rare,0,0,#,#glint,0
21,25456975,#hash_693a64f7cf79592f,#blueprint,#legendary,0,1,#,#glint,0
22,20181455,#player_xp_token_epic,#hash_7c692b8eb31f67eb,#epic,0,0,#,#,0
23,,#hash_7bb2d755872a5be5,#currency,#legendary,0,0,#,#,0
