0,31449283,#hash_70c9846096090aec,#character_outfit,#legendary,0,0,#nova_gas,#glint,0
0,31610035,#hash_581cb28f2db7b688,#character_outfit,#rare,0,0,#,#glint,0
0,19667846,#wristaccessory_t9_s2_analog_jungle_aviator,#hash_c70e59dba98cf81,#epic,0,0,#,#,0
0,32748825,#hash_5840526a510999ca,#hash_d48e5f30cecb510,#legendary,0,0,#,#,0
1,25190114,#hash_6554a56603b11c1a,#sticker,#legendary,0,1,#,#,0
2,25076111,#hash_2fb873995eddba5,#calling_card,#epic,0,0,#,#,0
3,19262075,#weapon_xp_token_legendary,#hash_7c692b8eb31f67eb,#legendary,0,0,#,#,0
4,29470480,#hash_43c21ef5b8009a88,#emblem,#rare,0,0,#,#,0
5,20157773,#hash_33904cf5be64ccfb,#blueprint,#epic,0,0,#,#glint,0
6,,#hash_7bb2d755872a5be5,#currency,#legendary,0,1,#,#,0
7,32109261,#player_xp_token_legendary,#hash_7c692b8eb31f67eb,#legendary,0,0,#,#,0
8,31324845,#hash_413d5eba3f900903,#hash_27fcf589ae53da66,#rare,0,0,#,#,5
8,,#hash_4165aab698312748,#hash_6e2e66060a72f89c,#rare,0,0,#,#,5
9,22755478,#hash_3a5ba1e661d86753,#emblem,#legendary,0,0,#,#,0
10,26176132,#hash_51f38727ae44ae60,#character_outfit,#rare,0,0,#,#glint,0
11,24110936,#hash_5c6c8fdab59239fc,#emblem,#rare,0,0,#,#,0
12,,#hash_7bb2d755872a5be5,#currency,#legendary,0,0,#,#,0
13,19262075,#weapon_xp_token_legendary,#hash_7c692b8eb31f67eb,#legendary,0,0,#,#,0
14,32045060,#reticle_56,#reticle,#rare,0,0,#,#,0
15,27012354,#ar_slowhandling_t9,#weapon,#base,0,1,#nova_gas,#glint,0
16,20479602,#hash_6237905b01fe3c66,#calling_card,#legendary,0,0,#,#,0
17,,#hash_7bb2d755872a5be5,#currency,#legendary,0,0,#,#,0
18,26673104,#hash_7185d623c0cc9b38,#blueprint,#epic,0,0,#,#glint,0
19,28123830,#execution_027,#execution,#legendary,0,0,#,#,0
20,21190231,#hash_6efe8230de49b0c8,#character_outfit,#rare,0,0,#,#glint,0
21,22150861,#hash_4e60d14490c2c89e,#blueprint,#legendary,0,1,#,#glint,0
22,20181455,#player_xp_token_epic,#hash_7c692b8eb31f67eb,#epic,0,0,#,#,0
23,,#hash_7bb2d755872a5be5,#currency,#legendary,0,0,#,#,0
24,21617237,#hash_2b7f21e6f7d0112d,#blueprint,#rare,0,1,#,#glint,0
25,22654383,#weapon_xp_token_rare,#hash_7c692b8eb31f67eb,#rare,0,0,#,#,0
26,19416555,#hash_8ee271ec3385f8,#hash_27fcf589ae53da66,#rare,0,0,#,#,6
26,,#hash_4f976b978211e8e9,#hash_6e2e66060a72f89c,#rare,0,0,#,#,6
27,18422342,#hash_2095a6d7f06c9e11,#blueprint,#legendary,0,0,#,#glint,0
28,28101802,#reticle_55,#reticle,#rare,0,1,#,#,0
29,30886333,#player_xp_token_common,#hash_7c692b8eb31f67eb,#common,0,0,#,#,0
30,26992398,#hash_7e7d89200ffb7819,#character_outfit,#rare,0,0,#,#glint,0
31,25273531,#smg_accurate_t9,#weapon,#base,0,1,#nova_gas,#glint,0
32,,#hash_7bb2d755872a5be5,#currency,#legendary,0,0,#,#,0
33,25434274,#hash_6d68308fcb923cf8,#calling_card,#legendary,0,0,#,#,0
34,25981618,#wristaccessory_t9_s2_digital_mayan,#hash_c70e59dba98cf81,#legendary,0,1,#,#,0
35,21872168,#hash_2d139ee86c4f534e,#blueprint,#rare,0,0,#,#glint,0
36,28150952,#weapon_xp_token_epic,#hash_7c692b8eb31f67eb,#epic,0,0,#,#,0
37,23319723,#hash_4865105e6e551877,#emblem,#epic,0,1,#,#,0
38,21493041,#hash_49736c10af1d0785,#blueprint,#epic,0,0,#,#glint,0
39,22551297,#hash_5931e0baf0c48a1e,#hash_27fcf589ae53da66,#epic,0,1,#,#,7
39,,#hash_32710bde8cf0e637,#hash_6e2e66060a72f89c,#epic,0,1,#,#,7
40,24329805,#hash_482ce408639753a1,#character_outfit,#rare,0,0,#,#glint,0
41,,#hash_7bb2d755872a5be5,#currency,#legendary,0,0,#,#,0
42,24640576,#hash_2c2a8de0ca1e4c76,#blueprint,#legendary,0,0,#,#glint,0
