768,0,25,#weapon_smg,#ekia,#hash_2c1db9780c29d277,250,0,?0,#camo_tier1_mp_01,#challenges,0,#,?0,0,false,#camo,false,false,false,false,false,#,#,0,1,0,true,#,false,#,0,false
769,1,50,#weapon_smg,#ekia,#hash_2c1db9780c29d277,500,0,?0,#camo_tier1_mp_02,#challenges,0,#,?0,0,false,#camo,false,false,false,false,false,#,#,0,1,0,true,#,false,#,0,false
770,2,100,#weapon_smg,#ekia,#hash_2c1db9780c29d277,1000,0,?0,#camo_tier1_mp_03,#challenges,0,#,?0,0,false,#camo,false,false,false,false,false,#,#,0,1,0,true,#,false,#,0,false
771,3,200,#weapon_smg,#ekia,#hash_2c1db9780c29d277,1500,0,?0,#camo_tier1_mp_04,#challenges,0,#,?0,0,false,#camo,false,false,false,false,false,#,#,0,1,0,true,#,false,#,0,false
772,4,300,#weapon_smg,#ekia,#hash_2c1db9780c29d277,2500,0,?0,#camo_tier1_mp_05,#challenges,0,#,?0,0,false,#camo,false,false,false,false,false,#,#,0,1,0,true,#,false,#,0,false
773,0,10,#weapon_smg,#headshots,#hash_2788d53c9579dd7c,250,0,?0,#camo_tier2_mp_01,#challenges,0,#,?0,0,false,#camo,false,false,false,false,false,#,#,0,5,0,true,#,false,#,0,false
774,1,20,#weapon_smg,#headshots,#hash_2788d53c9579dd7c,500,0,?0,#camo_tier2_mp_02,#challenges,0,#,?0,0,false,#camo,false,false,false,false,false,#,#,0,5,0,true,#,false,#,0,false
775,2,30,#weapon_smg,#headshots,#hash_2788d53c9579dd7c,1000,0,?0,#camo_tier2_mp_03,#challenges,0,#,?0,0,false,#camo,false,false,false,false,false,#,#,0,5,0,true,#,false,#,0,false
776,3,50,#weapon_smg,#headshots,#hash_2788d53c9579dd7c,1500,0,?0,#camo_tier2_mp_04,#challenges,0,#,?0,0,false,#camo,false,false,false,false,false,#,#,0,5,0,true,#,false,#,0,false
777,4,75,#weapon_smg,#headshots,#hash_2788d53c9579dd7c,2500,0,?0,#camo_tier2_mp_05,#challenges,0,#,?0,0,false,#camo,false,false,false,false,false,#,#,0,5,0,true,#,false,#,0,false
778,0,3,#weapon_smg,#killstreak_5,#hash_6eb3920bd5dd5542,250,0,?0,#camo_tier3_mp_01,#challenges,0,#,?0,0,false,#camo,false,false,false,false,false,#,#,0,10,0,true,#,false,#,0,false
779,1,5,#weapon_smg,#killstreak_5,#hash_6eb3920bd5dd5542,500,0,?0,#camo_tier3_mp_02,#challenges,0,#,?0,0,false,#camo,false,false,false,false,false,#,#,0,10,0,true,#,false,#,0,false
780,2,10,#weapon_smg,#killstreak_5,#hash_6eb3920bd5dd5542,1000,0,?0,#camo_tier3_mp_03,#challenges,0,#,?0,0,false,#camo,false,false,false,false,false,#,#,0,10,0,true,#,false,#,0,false
781,3,15,#weapon_smg,#killstreak_5,#hash_6eb3920bd5dd5542,1500,0,?0,#camo_tier3_mp_04,#challenges,0,#,?0,0,false,#camo,false,false,false,false,false,#,#,0,10,0,true,#,false,#,0,false
782,4,20,#weapon_smg,#killstreak_5,#hash_6eb3920bd5dd5542,2500,0,?0,#camo_tier3_mp_05,#challenges,0,#,?0,0,false,#camo,false,false,false,false,false,#,#,0,10,0,true,#,false,#,0,false
783,0,5,#weapon_smg,#longshot_kill,#hash_6a95e2cf7ace61dc,250,0,?0,#camo_tier4_mp_01,#challenges,0,#,?0,0,false,#camo,false,false,false,false,false,#,#,0,20,0,true,#,false,#,0,false
784,1,10,#weapon_smg,#longshot_kill,#hash_6a95e2cf7ace61dc,500,0,?0,#camo_tier4_mp_02,#challenges,0,#,?0,0,false,#camo,false,false,false,false,false,#,#,0,20,0,true,#,false,#,0,false
785,2,15,#weapon_smg,#longshot_kill,#hash_6a95e2cf7ace61dc,1000,0,?0,#camo_tier4_mp_03,#challenges,0,#,?0,0,false,#camo,false,false,false,false,false,#,#,0,20,0,true,#,false,#,0,false
786,3,25,#weapon_smg,#longshot_kill,#hash_6a95e2cf7ace61dc,1500,0,?0,#camo_tier4_mp_04,#challenges,0,#,?0,0,false,#camo,false,false,false,false,false,#,#,0,20,0,true,#,false,#,0,false
787,4,50,#weapon_smg,#longshot_kill,#hash_6a95e2cf7ace61dc,2500,0,?0,#camo_tier4_mp_05,#challenges,0,#,?0,0,false,#camo,false,false,false,false,false,#,#,0,20,0,true,#,false,#,0,false
788,0,5,#weapon_smg,#hash_6759c0df02e8aa9d,#hash_7ca3f55a32188071,250,0,?0,#camo_tier5_mp_01,#challenges,0,#,?0,0,false,#camo,false,false,false,false,false,#,#,0,30,0,true,#,false,#,0,false
789,1,15,#weapon_smg,#hash_6759c0df02e8aa9d,#hash_7ca3f55a32188071,500,0,?0,#camo_tier5_mp_02,#challenges,0,#,?0,0,false,#camo,false,false,false,false,false,#,#,0,30,0,true,#,false,#,0,false
790,2,30,#weapon_smg,#hash_6759c0df02e8aa9d,#hash_7ca3f55a32188071,1000,0,?0,#camo_tier5_mp_03,#challenges,0,#,?0,0,false,#camo,false,false,false,false,false,#,#,0,30,0,true,#,false,#,0,false
791,3,50,#weapon_smg,#hash_6759c0df02e8aa9d,#hash_7ca3f55a32188071,1500,0,?0,#camo_tier5_mp_04,#challenges,0,#,?0,0,false,#camo,false,false,false,false,false,#,#,0,30,0,true,#,false,#,0,false
792,4,75,#weapon_smg,#hash_6759c0df02e8aa9d,#hash_7ca3f55a32188071,2500,0,?0,#camo_tier5_mp_05,#challenges,0,#,?0,0,false,#camo,false,false,false,false,false,#,#,0,30,0,true,#,false,#,0,false
793,0,5,#weapon_smg,#hash_56ede06b1821a561,#hash_5a3171274be43c41,250,0,?0,#camo_tier6_mp_01,#challenges,0,#,?0,0,false,#camo,false,false,false,false,false,#,#,0,40,0,true,#,false,#,0,false
794,1,15,#weapon_smg,#hash_56ede06b1821a561,#hash_5a3171274be43c41,500,0,?0,#camo_tier6_mp_02,#challenges,0,#,?0,0,false,#camo,false,false,false,false,false,#,#,0,40,0,true,#,false,#,0,false
795,2,30,#weapon_smg,#hash_56ede06b1821a561,#hash_5a3171274be43c41,1000,0,?0,#camo_tier6_mp_03,#challenges,0,#,?0,0,false,#camo,false,false,false,false,false,#,#,0,40,0,true,#,false,#,0,false
796,3,50,#weapon_smg,#hash_56ede06b1821a561,#hash_5a3171274be43c41,1500,0,?0,#camo_tier6_mp_04,#challenges,0,#,?0,0,false,#camo,false,false,false,false,false,#,#,0,40,0,true,#,false,#,0,false
797,4,75,#weapon_smg,#hash_56ede06b1821a561,#hash_5a3171274be43c41,2500,0,?0,#camo_tier6_mp_05,#challenges,0,#,?0,0,false,#camo,false,false,false,false,false,#,#,0,40,0,true,#,false,#,0,false
798,0,5,#weapon_smg,#multikill_2,#hash_758bfa5faf39061f,250,0,?0,#camo_tier7_mp_01,#challenges,0,#,?0,0,false,#camo,false,false,false,false,false,#,#,0,50,0,true,#,false,#,0,false
799,1,10,#weapon_smg,#multikill_2,#hash_758bfa5faf39061f,500,0,?0,#camo_tier7_mp_02,#challenges,0,#,?0,0,false,#camo,false,false,false,false,false,#,#,0,50,0,true,#,false,#,0,false
