1024,0,100,#global,#hash_1593f24b861eb245,#hash_418186d229a82f1a,2500,0,?0,#challengerewards_operator_skins,#,0,#hash_34a167bd21cc21aa,?0,0,false,#hash_3e0a1c6a4e77d783,false,false,false,false,false,#,#,0,0,0,true,#,false,#,0,false,?0
1025,0,10,#global,#hash_450f99ce50083544,#hash_1380860381d67ca7,2500,0,?0,#challengerewards_operator_skins,#,0,#hash_ac82902cd571b79,?0,0,false,#hash_3e0a1c6a4e77d783,false,false,false,false,false,#,#,0,0,0,true,#,false,#,0,false,?0
1026,0,10,#global,#hash_4693318a66e8a0b7,#hash_369189c1d15bba98,2500,0,?0,#challengerewards_operator_skins,#,0,#hash_530e7eb364e73480,?0,0,false,#hash_3e0a1c6a4e77d783,false,false,false,false,false,#,#,0,0,0,true,#,false,#,0,false,?0
1027,0,15,#global,#hash_6f392a12f973aea5,#hash_283bf50955de0690,2500,0,?0,#challengerewards_operator_skins,#,0,#hash_9672ce16a53b6b8,?0,0,false,#hash_3e0a1c6a4e77d783,false,false,false,false,false,#,#,0,0,0,true,#,false,#,0,false,?0
1028,0,5,#global,#hash_730e8686137b90ed,#hash_5f37ebfc980ead4e,2500,0,?0,#challengerewards_operator_skins,#,0,#hash_1f888176ad0923fe,?0,0,false,#hash_3e0a1c6a4e77d783,false,false,false,false,false,#,#,0,0,0,true,#,false,#,0,false,?0
1029,0,50,#global,#hash_4808274db2565c0d,#hash_67bed57f58a445fe,2500,0,?0,#challengerewards_operator_skins,#,0,#hash_2e402a509646084e,?0,0,false,#hash_3e0a1c6a4e77d783,false,false,false,false,false,#,#,0,0,0,true,#,false,#,0,false,?0
1030,0,15,#global,#hash_7397ba07e9e0325d,#hash_6b214f95b440eea2,2500,0,?0,#challengerewards_operator_skins,#,0,#hash_2f73b5851a151572,?0,0,false,#hash_3e0a1c6a4e77d783,false,false,false,false,false,#,#,0,0,0,true,#,false,#,0,false,?0
1031,0,1,#global,#hash_65c83c5e46c88196,#hash_5874cbd669849ec3,1500,0,?0,#,#,0,#hash_4658b1914e2cca55,?0,0,false,#hash_1050e5e050547d18,false,false,false,false,false,#,#,0,0,1,true,#,false,#hash_572050055e786d32,0,true,?0
1032,0,10,#global,#hash_6e9f9d0d3ae59765,#hash_4b1bda1dd9f64d2c,2000,1031,?0,#,#,0,#hash_3e54e77f1721d4d4,?0,0,false,#hash_1050e5e050547d18,false,false,false,false,false,#,#,0,0,1,true,#,false,#hash_572050055e786d32,0,true,?0
1033,0,25,#global,#hash_200b9eaa7df992a8,#hash_610c6697b240ace7,2500,1032,?0,#,#,0,#hash_7ae0422087d9f5b9,?0,0,false,#hash_1050e5e050547d18,false,false,false,false,false,#,#,0,0,1,true,#,false,#hash_572050055e786d32,0,true,?0
1034,0,3,#global,#hash_42c4c610ae16bd73,#hash_519e19b72c1056a2,3000,1033,?0,#,#,0,#hash_767b0adb685a4d72,?0,0,false,#hash_1050e5e050547d18,false,false,false,false,false,#,#,0,0,1,true,#,false,#hash_572050055e786d32,0,true,?0
