0,,,#,#,#,,,,,,,,,,,,,,,,,,
0,reticle,lowzoom,#hash_108f44b410a22e7,#,#,,,,,,,,,,,,,,,,,,
1,reticle,lowzoom,#hash_34f1ade06f544308,#,#,,,,,,,,,,,,,,,,,,
2,reticle,lowzoom,#hash_1aeacbfecafa6daa,#,#,,,,,,,,,,,,,,,,,,
3,reticle,lowzoom,#hash_34f1b0e06f544821,#,#,,,,,,,,,,,,,,,,,,
4,reticle,lowzoom,#hash_15e169690507b011,#,#,,,,,,,,,,,,,,,,,,
5,reticle,lowzoom,#hash_34f1afe06f54466e,#,#,,,,,,,,,,,,,,,,,,
6,reticle,lowzoom,#hash_51b40a6f58e5713c,#,#,,,,,,,,,,,,,,,,,,
7,reticle,lowzoom,#hash_34f1b2e06f544b87,#,#,,,,,,,,,,,,,,,,,,
8,reticle,lowzoom,#hash_76d2301ac165b923,#,#,,,,,,,,,,,,,,,,,,
9,reticle,lowzoom,#hash_34f1b1e06f5449d4,#,#,,,,,,,,,,,,,,,,,,
10,reticle,lowzoom,#hash_5cc5fb7f0a97e386,#,#,,,,,,,,,,,,,,,,,,
11,reticle,lowzoom,#hash_34f1b4e06f544eed,#,#,,,,,,,,,,,,,,,,,,
12,reticle,lowzoom,#hash_1849b730e426420d,#,#,,,,,,,,,,,,,,,,,,
13,reticle,lowzoom,#hash_34f1b3e06f544d3a,#,#,,,,,,,,,,,,,,,,,,
14,reticle,lowzoom,#hash_75c61eec6c526f28,#,#,,,,,,,,,,,,,,,,,,
15,reticle,lowzoom,#hash_34f1a6e06f543723,#,#,,,,,,,,,,,,,,,,,,
16,reticle,lowzoom,#hash_3e9da6d3acf8f64f,#,#,,,,,,,,,,,,,,,,,,
17,reticle,lowzoom,#hash_34f1a5e06f543570,#,#,,,,,,,,,,,,,,,,,,
18,reticle,lowzoom,#hash_34ee28e06f512b32,#,#,,,,,,,,,,,,,,,,,,
19,reticle,lowzoom,#hash_34ee26e06f5127cc,#,#,,,,,,,,,,,,,,,,,,
20,reticle,lowzoom,#hash_34ee24e06f512466,#,#,,,,,,,,,,,,,,,,,,
21,reticle,lowzoom,#hash_689260ae7276fbe1,#,#,,,,,,,,,,,,,,,,,,
22,reticle,lowzoom,#hash_78da4918c3cd5851,#,#,,,,,,,,,,,,,,,,,,
23,reticle,lowzoom,#hash_16a67a39031f0b16,#,#,,,,,,,,,,,,,,,,,,
24,reticle,lowzoom,#hash_269e1b4d5cdd0d82,#,#,,,,,,,,,,,,,,,,,,
25,reticle,lowzoom,#hash_48f094961d655f5c,#,#,,,,,,,,,,,,,,,,,,
26,reticle,lowzoom,#hash_7544783bed180e50,#,#,,,,,,,,,,,,,,,,,,
27,reticle,lowzoom,#hash_1c75b27325639a6,#,#,,,,,,,,,,,,,,,,,,
28,reticle,lowzoom,#hash_d3c71c045c49fbd,#,#,,,,,,,,,,,,,,,,,,
29,reticle,lowzoom,#hash_4c073ecb745bf94,#,#,,,,,,,,,,,,,,,,,,
30,reticle,lowzoom,#hash_b2c0f5408923046,#,#,,,,,,,,,,,,,,,,,,
31,reticle,lowzoom,#hash_1e0af2bc6756e86a,#,#,,,,,,,,,,,,,,,,,,
32,reticle,lowzoom,#hash_43265b6a43f83296,#,#,,,,,,,,,,,,,,,,,,
33,reticle,lowzoom,#hash_75359b95277db87b,#,#,,,,,,,,,,,,,,,,,,
34,reticle,lowzoom,#hash_406aeb7f09f6b818,#,#,,,,,,,,,,,,,,,,,,
35,reticle,lowzoom,#hash_1100f0c63f40bb24,#,#,,,,,,,,,,,,,,,,,,
36,reticle,lowzoom,#hash_8a58032458e685f,#,#,,,,,,,,,,,,,,,,,,
37,reticle,lowzoom,#hash_540e261ac9f8ca9d,#,#,,,,,,,,,,,,,,,,,,
38,reticle,lowzoom,#hash_5cda685bcc484094,#,#,,,,,,,,,,,,,,,,,,
39,reticle,lowzoom,#hash_8a58432458e6f2b,#,#,,,,,,,,,,,,,,,,,,
40,reticle,lowzoom,#hash_7ed415be49d4d83,#,#,,,,,,,,,,,,,,,,,,
41,reticle,lowzoom,#hash_2ef61d0867f13f19,#,#,,,,,,,,,,,,,,,,,,
42,reticle,lowzoom,#hash_340763e06e8d6157,#,#,,,,,,,,,,,,,,,,,,
43,reticle,lowzoom,#hash_6dbebd741e6bac01,#,#,,,,,,,,,,,,,,,,,,
44,reticle,lowzoom,#hash_1b00dc7f454eb513,#,#,,,,,,,,,,,,,,,,,,
45,reticle,lowzoom,#hash_683f989698737994,#,#,,,,,,,,,,,,,,,,,,
46,reticle,lowzoom,#hash_12b8de6e36b4c5e4,#,#,,,,,,,,,,,,,,,,,,
47,reticle,lowzoom,#hash_3b4437df9fe0ad4e,#,#hash_123ab840812a8951,,,,,,,,,,,,,,,,,,
48,reticle,lowzoom,#hash_7de214d0811402ee,#,#hash_16054d7776f6b7b1,,,,,,,,,,,,,,,,,,
49,reticle,lowzoom,#hash_5e570853e7bcaefc,#,#hash_4b2290859a1102df,,,,,,,,,,,,,,,,,,
50,reticle,lowzoom,#hash_7cce227e774e6c72,#,#hash_4fb91b38797a7a4d,,,,,,,,,,,,,,,,,,
51,reticle,lowzoom,#hash_18942e8f6c146d94,#,#hash_3514570e039c6307,,,,,,,,,,,,,,,,,,
52,reticle,lowzoom,#hash_20504d536ea0940a,#,#hash_c9623943681a35,,,,,,,,,,,,,,,,,,
53,reticle,lowzoom,#hash_3352b25fb345613,#,#hash_4544bd3217a4e10c,,,,,,,,,,,,,,,,,,
54,reticle,lowzoom,#hash_7c3c68ad84e230aa,#,#hash_261593cc728b5695,,,,,,,,,,,,,,,,,,
55,reticle,lowzoom,#hash_117b57805caa9d81,#,#,,,,,,,,,,,,,,,,,,
56,reticle,lowzoom,#hash_3a9aeab6361cba5a,#,#,,,,,,,,,,,,,,,,,,
57,reticle,lowzoom,#hash_2ea15c75c71efb23,#,#,,,,,,,,,,,,,,,,,,
58,reticle,lowzoom,#hash_1ee8f6fd60773aa7,#,#hash_79a03d983d70e418,,,,,,,,,,,,,,,,,,
59,reticle,lowzoom,#hash_68095d06447d7d42,#,#hash_2b13aec33a41f8dd,,,,,,,,,,,,,,,,,,
60,reticle,lowzoom,#hash_7e9e14526f18b1b0,#,#hash_35e098a3bc6c6b4b,,,,,,,,,,,,,,,,,,
61,reticle,lowzoom,#hash_4920039619c47154,#,#hash_301317ee48614ac7,,,,,,,,,,,,,,,,,,
62,reticle,lowzoom,#hash_4d2474bf30a2207b,#,#hash_4770c07f53e05f84,,,,,,,,,,,,,,,,,,
63,reticle,lowzoom,#hash_c7ff4ce0648aab4,#,#hash_3d24fc1c5a6f63e7,,,,,,,,,,,,,,,,,,
64,reticle,lowzoom,#hash_f5572686e789119,#,#,,,,,,,,,,,,,,,,,,
65,reticle,lowzoom,#hash_1cfbebbbb051fda,#,#hash_6b4f0778b05722c5,,,,,,,,,,,,,,,,,,
66,reticle,lowzoom,#hash_74bb5b9a7b7ba742,#,#hash_122bcdd3b90fc2dd,,,,,,,,,,,,,,,,,,
67,reticle,lowzoom,#hash_26c3e4d7683a9393,#,#hash_6e59cdb528d7b68c,,,,,,,,,,,,,,,,,,
68,reticle,lowzoom,#hash_2766ae8b37449744,#,#hash_1ace273d84f52a37,,,,,,,,,,,,,,,,,,
69,reticle,lowzoom,#hash_2766af8b374498f7,#,#hash_63a5732aa27260a8,,,,,,,,,,,,,,,,,,
70,reticle,lowzoom,#hash_2766ad8b37449591,#,#hash_39a71d69052104ea,,,,,,,,,,,,,,,,,,
71,reticle,lowzoom,#hash_2766ac8b374493de,#,#hash_1dd50b38c96fbe61,,,,,,,,,,,,,,,,,,
